MeasureCode,MeasureType,Source,ClinicalTitle,WebName,Description,Footnote,RateLabel,Nqf,NqfId,BetterHighLow,RaMethod,ScaleBy,ScaleTarget,NatBenchmark,PeerBenchmark,Numerator,Denominator,ObservedRate,IsIncludedInDomainScoring,SupportsCost,ConsumerDescription,ConsumerPlainTitle
AV_25,Patient reported outcome,CG-CAHPS survey,Rating of provider,Rating of provider,"The survey asked patients how they would rate the care they received from their provider and their officer staff overall. Patients rated the care they received from their provider and their office staff on a scale from 0 to 10, where 0 is the worst care possible and 10 is the best care possible.",0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,"The survey asked patients how they would rate the care they received from their provider and their officer staff overall. Patients rated the care they received from their provider and their office staff on a scale from 0 to 10, where 0 is the worst care possible and 10 is the best care possible.",Rating of provider
AV_COMP_06,Adult Surveys,CG-CAHPS survey,Recommend Provider's Office,Recommend Provider's Office,"Information about whether patients would recommend their provider to a family member or friend. The rate shown is the percent of patients who answered ""yes, definitely"" to the individual question.",0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,"Information about whether patients would recommend their provider to a family member or friend. The rate shown is the percent of patients who answered ""yes, definitely"" to the individual question.",Recommend Provider's Office
AV_26,Patient reported outcome,CG-CAHPS survey,Would you recommend this provider's office,Would patients recommend the provider’s office?,The survey asked patients if they would recommend the provider’s office to friends and family.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked patients if they would recommend the provider’s office to friends and family.,Would patients recommend the provider’s office?
CD_COMP_01,Child Surveys,CG-CAHPS survey,Provider’s Attention to Your Child’s Growth and Development ,Providers Pay Attention to Your Child's Growth and Development,"Information about how often the parent or guardian and someone at the provider's office talked about the child’s growth, behaviors, moods and emotions, and ability to learn and get along with others. The rate shown is the percent of patients who answered ""yes"" to the individual questions.",0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,"Information about how often the parent or guardian and someone at the provider's office talked about the child’s growth, behaviors, moods and emotions, and ability to learn and get along with others. The rate shown is the percent of patients who answered ""yes"" to the individual questions.",Providers Pay Attention to Your Child's Growth and Development
CD_38,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about child's learning ability,Spoke with someone at this provider's office about child's learning ability,The survey asked parents or guardians if someone at the provider's office talked to them about the child's learning ability. ,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about the child's learning ability. ,Spoke with someone at this provider's office about child's learning ability
CD_39,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about normal behaviors,Spoke with someone at this provider's office about normal behaviors,The survey asked parents or guardians if someone at the provider's office talked to them about the child's behaviors and whether they are appropriate for their age.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about the child's behaviors and whether they are appropriate for their age.,Spoke with someone at this provider's office about normal behaviors
CD_40,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about child's growth,Spoke with someone at this provider's office about child's growth,The survey asked parents or guardians if someone at the provider's office talked to them about the child's physical development.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about the child's physical development.,Spoke with someone at this provider's office about child's growth
CD_41,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about child's moods and emotions,Spoke with someone at this provider's office about child's moods and emotions,The survey asked parents or guardians if someone at the provider's office talked to them about the child's moods and emotions.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about the child's moods and emotions.,Spoke with someone at this provider's office about child's moods and emotions
CD_44,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about time spent on the computer or watching TV,Spoke with someone at this provider's office about time spent on the computer or watching TV,The survey asked parents or guardians if someone at the provider's office talked to them about how much time the child spends on a computer and in front of the TV.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about how much time the child spends on a computer and in front of the TV.,Spoke with someone at this provider's office about time spent on the computer or watching TV
CD_47,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about child's ability to get along with others,Spoke with someone at this provider's office about child's ability to get along with others,The survey asked parents or guardians if someone at the provider's office talked to them about the child gets along with others.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about the child gets along with others.,Spoke with someone at this provider's office about child's ability to get along with others
CD_COMP_02,Child Surveys,CG-CAHPS survey,Provider’s Advice on Keeping Your Child Safe and Healthy ,Provider's Advice on Keeping your Child Safe and Healthy,"IInformation about how often the parent or guardian and someone at the provider's office talked about keeping their child from getting injured, the food the child eats, physical activity, and household problems. Parents were also asked if the doctor gave printed handouts or booklets on keeping their child from getting injured. The rate shown is the percent of patients who answered ""yes"" to the individual questions.",0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,"Information about how often the parent or guardian and someone at the provider's office talked about keeping their child from getting injured, the food the child eats, physical activity, and household problems. Parents were also asked if the doctor gave printed handouts or booklets on keeping their child from getting injured. The rate shown is the percent of patients who answered ""yes"" to the individual questions.",Provider's Advice on Keeping your Child Safe and Healthy
CD_42,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about ways to prevent injuries,Spoke with someone at this provider's office about ways to prevent injuries,The survey asked parents or guardians if someone at the provider's office talked to them about how to prevent injuries.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about how to prevent injuries.,Spoke with someone at this provider's office about ways to prevent injuries
CD_43,Patient reported outcome,CG-CAHPS survey,Received information about preventing injuries,Received information about preventing injuries,The survey asked parents or guardians if someone at the provider's office talked to them about the child's eating habits.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about the child's eating habits.,Received information about preventing injuries
CD_45,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about child's diet,Spoke with someone at this provider's office about child's diet,The survey asked parents or guardians if someone at the provider's office talked to them about the child's eating habits.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about the child's eating habits.,Spoke with someone at this provider's office about child's diet
CD_46,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about child's exercise,Spoke with someone at this provider's office about child's exercise,The survey asked parents or guardians if someone at the provider's office talked to them about the child’s physical activity.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,The survey asked parents or guardians if someone at the provider's office talked to them about the child’s physical activity.,Spoke with someone at this provider's office about child's exercise
CD_48,Patient reported outcome,CG-CAHPS survey,Spoke with someone at this provider's office about household problems affecting the child,Spoke with someone at this provider's office about household problems affecting the child,The survey asked parents or guardian if someone at the provider's office talked to them about any problems in the household that might affect the child.,0,0,Y,Nqfid-0005,H,NO,1,TBD,0,0,0,0,0,0,0,TThe survey asked parents or guardian if someone at the provider's office talked to them about any problems in the household that might affect the child.,Spoke with someone at this provider's office about household problems affecting the child
