MeasureCode,MeasureType,Source,ClinicalTitle,WebName,Description,Footnote,RateLabel,Nqf,NqfId,BetterHighLow,RaMethod,ScaleBy,ScaleTarget,NatBenchmark,PeerBenchmark,Numerator,Denominator,ObservedRate,IsIncludedInDomainScoring,SupportsCost,ConsumerDescription,ConsumerPlainTitle
H-COMP-2,Categorical,CMS,Communication with doctors (Composite measure),How often did doctors always communicate well with patients?,"The survey asked patients about communication with their doctors. Good communication means that doctors explained things clearly, listened carefully, and treated patients with courtesy and respect.A good score indicates patients often answered ""always"".",1,,Y,166,H,surv,100,TBD,0,0,0,0,0,0,0,"The survey asked patients about communication with their doctors. Good communication means that doctors explained things clearly, listened carefully, and treated patients with courtesy and respect.A good score indicates patients often answered ""always"".",How often did doctors always communicate well with patients?
H-COMP-3,Categorical,CMS,Responsiveness of hospital staff (Composite measure),How often did patients always receive help quickly from hospital staff?,"The survey asked patients about the timeliness of help when they used the call button and when they needed help getting to the bathroom or using a bedpan. A good score indicates patients often answered ""always"".",1,,Y,166,H,surv,100,TBD,0,0,0,0,0,0,0,"The survey asked patients about the timeliness of help when they used the call button and when they needed help getting to the bathroom or using a bedpan. A good score indicates patients often answered ""always"".",How often did patients always receive help quickly from hospital staff?
H-COMP-4,Categorical,CMS,Pain management (Composite measure),How often was patients' pain always well-controlled?,"The survey asked patients who needed pain medicine about the control of that pain and the helpfulness of hospital staff. A good score indicates patients often answered ""always"".",1,,Y,166,H,surv,100,TBD,0,0,0,0,0,0,0,"The survey asked patients who needed pain medicine about the control of that pain and the helpfulness of hospital staff. A good score indicates patients often answered ""always"".",How often was patients' pain always well-controlled?
H-COMP-5,Categorical,CMS,Communication about medicines (Composite measure),How often did staff always explain about medicines before giving them to patients?,"The survey asked patients if they were told about new medicines and possible side effects. A good score indicates patients often answered ""always"".",1,,Y,166,H,surv,100,TBD,0,0,0,0,0,0,0,"The survey asked patients if they were told about new medicines and possible side effects. A good score indicates patients often answered ""always"".",How often did staff always explain about medicines before giving them to patients?
H-COMP-6,Binary,CMS,Discharge information (Composite measure),Were patients always given information about what to do during their recovery at home?,"The survey asked patients about the information they got before they left the hospital. Hospital staff should talk to patients about the care they will need at home and give them information on symptoms and health problems to watch for. A good score indicates patients often answered ""always"".",1,,Y,166,H,surv,100,TBD,0,0,0,0,0,0,0,"The survey asked patients about the information they got before they left the hospital. Hospital staff should talk to patients about the care they will need at home and give them information on symptoms and health problems to watch for. A good score indicates patients often answered ""always"".",Were patients always given information about what to do during their recovery at home?
H-HSP-RATING,Scale,CMS,Overall rating of hospital (Global measure),How do patients rate the hospital overall?,The survey asked patients to rate the hospital on a scale of 0 to 10 (a 10 is the best score). This rating is the percent of patients who rated the hospital a 9 or 10.,1,,Y,166,H,surv,100,Survey,0,0,0,0,0,0,0,The survey asked patients to rate the hospital on a scale of 0 to 10 (a 10 is the best score). This rating is the percent of patients who rated the hospital a 9 or 10.,How well did this hospital rate on whether patients would recommend it to family and friends
H-QUIET-HSP,Categorical,CMS,Quietness of hospital environment (Individual measure),How often was the area around patients' rooms always kept quiet at night?,"The survey asked patients about noise at night in the area around their hospital room.A good score indicates patients often answered ""always"".",1,,Y,166,H,surv,100,TBD,0,0,0,0,0,0,0,"The survey asked patients about noise at night in the area around their hospital room.A good score indicates patients often answered ""always"".",How often was the area around patients' rooms always kept quiet at night?
H-RECMND,YNM,CMS,Willingness to recommend the hospital (Global measure),Would patients recommend the hospital to friends and family?,The survey asked patients if they would recommend the hospital to friends and family.,1,,Y,166,H,surv,100,Survey,0,0,0,0,0,0,0,The survey asked patients if they would recommend the hospital to friends and family.,Would patients recommend the hospital to friends and family?
HAI-1,Ratio,CMS,Central line-associated bloodstream infection (CLABSI),Central Line-associated Blood Stream Infections (CLABSI),"A central line is a long, narrow, flexible tube or catheter inserted into a large vein, ending at or close to the heart. The central line is placed in order to give medications, fluids, nutrients or blood products, to obtain blood tests, or to obtain cardiovascular measurements over a long period of time. When not put in correctly or kept clean, central lines can cause serious infections in the blood. These are called central line-associated bloodstream infections (CLABSIs). They can cause hospital stays to be longer and increase the risk of death.<br/><br/>Hospitals can prevent vascular central line-associated infections by choosing the best sites for inserting the catheter, using the right catheter material, keeping the site clean, and removing the catheter when it is no longer needed. Hospitals with high rates of this complication may not be following these recommended procedures.",0,,Y,139,L,yes,-2,TBD,0,0,0,0,0,0,0,"A central line is a long, narrow, flexible tube or catheter inserted into a large vein, ending at or close to the heart. The central line is placed in order to give medications, fluids, nutrients or blood products, to obtain blood tests, or to obtain cardiovascular measurements over a long period of time. When not put in correctly or kept clean, central lines can cause serious infections in the blood. These are called central line-associated bloodstream infections (CLABSIs). They can cause hospital stays to be longer and increase the risk of death.<br/><br/>Hospitals can prevent vascular central line-associated infections by choosing the best sites for inserting the catheter, using the right catheter material, keeping the site clean, and removing the catheter when it is no longer needed. Hospitals with high rates of this complication may not be following these recommended procedures.",Bloodstream infections from central line catheters
HAI-2,Ratio,CMS,Catheter-associated urinary tract infection (CAUTI),Catheter-associated urinary tract infections,Catheter-associated urinary tract infection (CAUTI),0,,N,N/A,L,yes,1,TBD,0,0,0,0,0,0,0,"A urinary tract infection (UTI) is an infection involving any part of the urinary system, including urethra, bladder, ureters, and kidney. UTIs are one of the most common type of infection acquired a healthcare facility  Among UTIs acquired in the hospital, most associated with a urinary catheter, which is a tube inserted into the bladder to drain urine.  Between 15-25% of hospitalized patients receive urinary catheters during their hospital stay.  The most important risk factor for developing an infection is prolonged use of the urinary catheter.  Therefore, catheters should only be used for appropriate indications and should be removed as soon as they are no longer needed.",Urinary tract infections from catheters
HAI-5,Ratio,CMS,Methicillin-resistant Staphylococcus Aureus (or MRSA) blood infections,Methicillin-resistant Staphylococcus Aureus (MRSA) infections,Methicillin-resistant Staphylococcus Aureus (or MRSA) blood infections.,0,,N,N/A,L,yes,1,TBD,0,0,0,0,0,0,0,"Methicillin-resistant Staphylococcus aureus (or MRSA) is a type of staph bacteria that is resistant to many antibiotics. In a hospital, MRSA can cause severe problems such as bloodstream infections, pneumonia and surgical site infections.  When healthcare providers follow  appropriate guidelines, MRSA infections can largely, if not completely, be prevented.",Methicillin-resistant Staphylococcus Aureus (MRSA) infections
HAI-6,Ratio,CMS,Clostridium difficile (or C.diff.) infections,Clostridium difficile (C.diff.) infections,Clostridium difficile (or C.diff.) infections.,0,,N,N/A,L,yes,1,TBD,0,0,0,0,0,0,0,"Clostridium difficile (C. diff) is an infection that can cause diarrhea. Most cases of C. diff infection occur in patients taking antibiotics.  C. diff infection can spread from person-to-person on contaminated equipment and on the hands of doctors, nurses, other healthcare providers and visitors. If proper precautions are taken, the number of C. diff infections can be reduced.",Clostridium difficile (C.diff.) infections
HF-1,Process,CMS,Discharge instructions,Heart failure patients given instructions for follow-up care before leaving the hospital,Hospital staff should give follow-up care instructions to heart failure patients before they leave the hospital to help patients manage their symptoms and lower the chance of getting other health problems.,1,,Y,136,H,no,100,TBD,0,0,0,0,0,0,0,Hospital staff should give follow-up care instructions to heart failure patients before they leave the hospital to help patients manage their symptoms and lower the chance of getting other health problems.,Heart failure patients given instructions for follow-up care before leaving the hospital
HF-2,Process,CMS,Evaluation of LVS function,Test of how well the heart is able to pump blood,"Doctors should give heart failure patients a test that shows how well the heart is pumping blood. The test results tell doctors which parts of the heart are not working well, and they can then treat the heart failure based on these results.",1,,Y,135,H,no,100,TBD,0,0,0,0,0,0,0,"Doctors should give heart failure patients a test that shows how well the heart is pumping blood. The test results tell doctors which parts of the heart are not working well, and they can then treat the heart failure based on these results.",Test of how well the heart is able to pump blood
HF-3,Process,CMS,ACEI or ARB for LVSD,Heart failure patients given medicine to make the heart work better,Doctors should give heart failure patients a prescription for medicine to improve how the heart works before they leave the hospital. This medicine can lower blood pressure and make it easier for the heart to pump.,1,,Y,162,H,no,100,TBD,0,0,0,0,0,0,0,Doctors should give heart failure patients a prescription for medicine to improve how the heart works before they leave the hospital. This medicine can lower blood pressure and make it easier for the heart to pump.,Heart failure patients given medicine to make the heart work better
IMM-2,Process,CMS,Immunization for influenza,Patients in the hospital who got the flu vaccine if they were likely to get flu,"This prevention measure addresses acute care hospitalized inpatients age 6 months and older who were screened for seasonal influenza immunization status and were vaccinated prior to discharge if indicated. The numerator captures two activities: screening and the intervention of vaccine administration when indicated. As a result, patients who had documented contraindications to the vaccine, patients who were offered and declined the vaccine and patients who received the vaccine during the current year?s influenza season but prior to the current hospitalization are captured as numerator events",0,,N,N/A,H,no,1,TBD,0,0,0,0,0,0,0,This quality rating includes hospitalized patients age 6 months and older who were asked if they had previously received for a seasonal flu vaccine and were vaccinated prior to leaving the hospital.  ,Patients in the hospital who got the flu vaccine if they were likely to get flu
MORT-30-AMI,Outcome,CMS,Acute myocardial infarction (AMI) 30-day mortality rate,Dying within 30-days after getting care in the hospital for a heart attack,"Hospitals keep track of how many of their patients died soon after getting care for a heart attack (this is called a death rate). These rates show how many patients died within 30 days of going to the hospital for a heart attack, and takes into account how sick patients were before they went to the hospital.",1,,Y,230,L,yes,100,TBD,0,0,0,0,0,0,0,"Hospitals keep track of how many of their patients died soon after getting care for a heart attack (this is called a death rate). These rates show how many patients died within 30 days of going to the hospital for a heart attack, and takes into account how sick patients were before they went to the hospital.",Dying within 30-days after getting care in the hospital for a heart attack
MORT-30-HF,Outcome,CMS,Heart failure (HF) 30-day mortality rate,Dying within 30-days after getting care in the hospital for heart failure,Hospitals keep track of how many of their patients died soon after getting care for heart failure (this is called a death rate). These rates show how many patients died within 30 days of going to the hospital for heart failure.,1,,Y,229,L,yes,100,TBD,0,0,0,0,0,0,0,Hospitals keep track of how many of their patients died soon after getting care for heart failure (this is called a death rate). These rates show how many patients died within 30 days of going to the hospital for heart failure.,Dying within 30-days after getting care in the hospital for heart failure
MORT-30-PN,Outcome,CMS,Pneumonia (PN) 30-day mortality rate,Dying within 30-days after getting care in the hospital for pneumonia,Hospitals keep track of how many of their patients died soon after getting care for pneumonia (this is called a death rate). These rates show how many patients died within 30 days of going to the hospital for pneumonia.,1,,Y,468,L,yes,100,TBD,0,0,0,0,0,0,0,Hospitals keep track of how many of their patients died soon after getting care for pneumonia (this is called a death rate). These rates show how many patients died within 30 days of going to the hospital for pneumonia.,Dying within 30-days after getting care in the hospital for pneumonia
OP-2,Process,CMS,Fibrinolytic therapy received within 30 minutes of emergency department arrival,Patients who come to the hospital with chest pain or possible heart attack who got drugs to break up blood clots within 30 minutes of arrival,Doctors should give heart attack patients a medicine within 30 minutes of getting to the hospital. The medicine helps break up blood clots and improve blood flow to the heart.,1,,Y,288,H,no,100,TBD,0,0,0,0,0,0,0,Doctors should give heart attack patients a medicine within 30 minutes of getting to the hospital. The medicine helps break up blood clots and improve blood flow to the heart.,Patients who come to the hospital with  possible heart attack who got drugs to break up blood clots within 30 minutes of arrival
OP-3b,Process,CMS,Median Time to Transfer to Another Facility for Acute Coronary Intervention,How long patients with chest pain or possible heart attack waited to be  transferred to another hospital for a procedure,"If a hospital does not have the facilities to provide specialized heart attack care, it should quickly transfer patients with possible heart attack to another hospital that can give them this care. This measure shows the average (mean) number of minutes it takes for these hospitals to transfer possible heart attack patients from the emergency department to another hospital.",1,,Y,290,L,no,-1,TBD,0,0,0,0,0,0,0,"If a hospital does not have the facilities to provide specialized heart attack care, it should quickly transfer patients with possible heart attack to another hospital that can give them this care. This measure shows the average (mean) number of minutes it takes for these hospitals to transfer possible heart attack patients from the emergency department to another hospital.",How long patients with possible heart attack waited to be  transferred to another hospital for a procedure
OP-4,Process,CMS,Aspirin at Arrival,Patients with a heart attack who received aspirin on arrival to the hospital,Doctors should give aspirin to heart attack patients when they get to the hospital because it can help keep blood clots from forming. It also helps break up blood clots that may cause another heart attack.,1,,Y,286,H,no,100,TBD,0,0,0,0,0,0,0,Doctors should give aspirin to heart attack patients when they get to the hospital because it can help keep blood clots from forming. It also helps break up blood clots that may cause another heart attack.,Patients with a heart attack who received aspirin on arrival to the hospital
OP-5,Process,CMS,Median Time to ECG,How long patients who come to the hospital with chest pain or possible heart attack waited to get a test that detects heart damage after a heart attack,"An electrocardiogram, sometimes called an ECG or EKG, is a test that can help doctors determine whether patients are having a heart attack. Doctors should give this test to possible heart attack patients within 10 minutes of getting to the hospital.",1,,Y,289,L,no,-1,TBD,0,0,0,0,0,0,0,"An electrocardiogram, sometimes called an ECG or EKG, is a test that can help doctors determine whether patients are having a heart attack. Doctors should give this test to possible heart attack patients within 10 minutes of getting to the hospital.",How long patients who come to the hospital with possible heart attack waited to get a test that detects heart damage after a heart attack
OP-6,Process,CMS,Timing of antibiotic prophylaxis,Patients having surgery who do not need to stay at the hospital overnight who got an antibiotic at the right time (within one hour before surgery),"Hospital staff should give surgery patients antibiotics within 1 hour before surgery. Antibiotics are medicines that fight infections in your body which, given properly, can greatly lower your chances of getting an infection after surgery.",1,,Y,270,H,no,100,TBD,0,0,0,0,0,0,0,"Hospital staff should give surgery patients antibiotics within 1 hour before surgery. Antibiotics are medicines that fight infections in your body which, given properly, can greatly lower your chances of getting an infection after surgery.",Patients having surgery who do not need to stay at the hospital overnight who got an antibiotic at the right time
OP-7,Process,CMS,Prophylactic Antibiotic Selection for Surgical Patients,Patients having surgery who do not need to stay at the hospital overnight who got the right kind of antibiotic,Hospital staff should give surgery patients the right kind of antibiotics to lower the chance of infection after surgery. The right antibiotic for a patient depends on the kind of surgery they had.,1,,Y,268,H,no,100,TBD,0,0,0,0,0,0,0,Hospital staff should give surgery patients the right kind of antibiotics to lower the chance of infection after surgery. The right antibiotic for a patient depends on the kind of surgery they had.,Patients having surgery who do not need to stay at the hospital overnight who got the right kind of antibiotic
OP-8,Process,CMS,MRI Lumbar Spine for Low Back Pain,"Patients who come to the hospital with low back pain who had an MRI without trying recommended treatments first, such as physical therapy (If a number is high, it may mean the facility is doing too many unnecessary MRIs for low back pain.)","Outpatients with low back pain who had an MRI without trying recommended treatments first, such as physical therapy. If a number is high, it may mean the facility is doing too many unnecessary MRIs for low back pain.",1,,Y,514,L,no,100,TBD,0,0,0,0,0,0,0,"Outpatients with low back pain who had an MRI without trying recommended treatments first, such as physical therapy. If a number is high, it may mean the facility is doing too many unnecessary MRIs for low back pain.",Patients who come to the hospital with low back pain who had an MRI without trying recommended treatments first
OP-10,Process,CMS,Abdomen CT - Use of Contrast Material,Contrast material (dye) used during abdominal CT scan,"Outpatient CT scans of the abdomen that were ""combination"" (or double) scans performed both with and without contrast material (dye). A number close to 100% may mean that too many patients are being given a double scan when a single scan is all they need.",1,,N,N/A,L,no,100,TBD,0,0,0,0,0,0,0,"Outpatient CT scans of the abdomen that were ""combination"" (or double) scans performed both with and without contrast material (dye). A number close to 100% may mean that too many patients are being given a double scan when a single scan is all they need.",Contrast material (dye) used during abdominal CT scan
OP-11,Process,CMS,Thorax CT - Use of Contrast Material,Contrast material (dye) used during thorax CT scan,"Outpatient CT scans of the thorax that were ""combination"" (or double) scans performed both with and without contrast material (dye). A number close to 100% may mean that too many patients are being given a double scan when a single scan is all they need.",1,,Y,513,L,no,100,TBD,0,0,0,0,0,0,0,"Outpatient CT scans of the thorax that were ""combination"" (or double) scans performed both with and without contrast material (dye). A number close to 100% may mean that too many patients are being given a double scan when a single scan is all they need.",Contrast material (dye) used during thorax CT scan
OP-13,Process,CMS,Cardiac CT - Use of Contrast Material,"Patients who had a low-risk surgery and received a heart-related test, such as an MRI, at least 30 days prior to their surgery though they do not have a heart condition","How often surgery patients, who do not have heart problems, receive a heart-related procedure, such as an MRI, 30 days prior to surgery. ",1,,Y,669,L,no,100,TBD,0,0,0,0,0,0,0,"How often surgery patients, who do not have heart problems, receive a heart-related procedure, such as an MRI, 30 days prior to surgery. ","Patients who had a low-risk surgery and received a heart-related test, such as an MRI, at least 30 days prior to their surgery though they do not have a heart condition"
OP-14,Process,CMS,Simultaneous use of brain computed tomography (CT) and sinus CT,Patients who came to the hospital for a scan of their brain and also got a scan of their sinuses.,"A brain computed tomography (CT) is often ordered in addition to a sinus CT because headache is a common symptom related to sinusitis. However, both a CT sinus and brain imaging for headache on the same day without suspected complications is generally considered inappropriate. Performing both scans is duplicative and results in inefficiency, lower quality care, and poses potential risk for patients who are exposed to more radiation.",1,,N,N/A,L,no,100,TBD,0,0,0,0,0,0,0,"A brain computed tomography (CT) is often ordered in addition to a sinus CT because headache is a common symptom related to sinusitis. However, both a CT sinus and brain imaging for headache on the same day without suspected complications is generally considered inappropriate. Performing both scans is duplicative and results in inefficiency, lower quality care, and poses potential risk for patients who are exposed to more radiation.",Patients who came to the hospital for a scan of their brain and also got a scan of their sinuses.
OP-18b,Process,CMS,Median time from emergency department arrival to emergency department departure for discharged emergency department patients,How long patients spent in the emergency department before being sent home,Median time from emergency department arrival to time of departure from the emergency room for patients discharged from the emergency department.,0,,N,N/A,L,no,1,TBD,0,0,0,0,0,0,0,Average time from arrival at the emergency department until patients left the emergency department (discharged).,How long patients spent in the emergency department before being sent home
OP-20,Process,CMS,Door to diagnostic evaluation by a qualified medical professional,How long patients spent in the emergency department before they were seen by a healthcare professional,Average (median) time from arrival at the emergency department until patients saw a healthcare professional.,0,,N,N/A,L,no,1,TBD,0,0,0,0,0,0,0,Average time from arrival at the emergency department until patients saw a healthcare professional.,How long patients spent in the emergency department before they were seen by a healthcare professional
OP-21,Process,CMS,Median time to pain medication for long bone fractures,How long patients who came to the emergency department with broken bones had to wait before receiving pain medication,Median time from emergency department arrival to time of initial oral or parenteral pain medication administration for emergency department patients with a principal diagnosis of long bone fracture (LBF),0,,N,N/A,L,no,1,TBD,0,0,0,0,0,0,0,Average time from arrival at the emergency department  to time when pain medication was given to patients with a broken bone,How long patients who came to the emergency department with broken bones had to wait before receiving pain medication
OP-22,Process,CMS,Patient left without being seen,Patients who left the emergency department without being seen,Percent of patients who leave the Emergency Department (ED) without being evaluated by a physician/advance practice nurse/physician?s assistant (physician/APN/PA),0,,N,N/A,L,no,1,TBD,0,0,0,0,0,0,0,Number of patients who leave the Emergency Department without being evaluated by a healthcare professional,Patients who left the emergency department without being seen
PC-01,Process,CMS,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",Newborn deliveries scheduled 1-3 weeks earlier than medically necessary,Patients with elective vaginal deliveries or elective cesarean sections at >= 37 and < 39 weeks of gestation completed,0,,N,N/A,L,no,1,TBD,0,0,0,0,0,0,0,"This quality rating includes babies who are scheduled for delivery (vaginally or by C-section) before 39 weeks. If there is no medical reason to delivery a baby early, waiting until 39 weeks of pregnancy to deliver is important to reduce the risk of babies having health problems, such as trouble breathing and low blood sugar. ",Babies scheduled for delivery before 39 weeks when not medically necessary
PN-6,Process,CMS,Initial antibiotic for community-acquired pneumonia (CAP) in immunocompetent patient,Patients given the right antibiotics to treat  pneumonia,"Doctors should give patients the right antibiotic for the type of pneumonia they have, as different antibiotics are used to treat different kinds of bacteria that cause pneumonia.",1,,Y,147,H,no,100,TBD,0,0,0,0,0,0,0,"Doctors should give patients the right antibiotic for the type of pneumonia they have, as different antibiotics are used to treat different kinds of bacteria that cause pneumonia.",Patients given the right antibiotics to treat pneumonia
READM-30-AMI,Outcome,CMS,Acute myocardial infarction (AMI) 30-day readmission rate,Returning to the hospital after getting care for a heart attack,Hospitals keep track of how many of their patients had to go back to the hospital soon after getting care for a heart attack (this is called a readmission rate). These rates show how many patients had to go back to a hospital within 30 days of their original stay. The patients may have needed hospital care because of their heart attack or for a different reason.,1,,Y,505,L,yes,100,TBD,0,0,0,0,0,0,0,Hospitals keep track of how many of their patients had to go back to the hospital soon after getting care for a heart attack (this is called a readmission rate). These rates show how many patients had to go back to a hospital within 30 days of their original stay. The patients may have needed hospital care because of their heart attack or for a different reason.,Returning to the hospital after getting care for a heart attack
READM-30-HF,Outcome,CMS,Heart failure (HF) 30-day readmission rate,Returning to the hospital after getting care for heart failure,Hospitals keep track of how many of their patients had to go back to the hospital soon after getting care for heart failure (this is called a readmission rate). These rates show how many patients had to go back to a hospital within 30 days of their original stay. The patients may have needed hospital care because of their heart failure or for a different reason.,1,,Y,330,L,yes,100,TBD,0,0,0,0,0,0,0,Hospitals keep track of how many of their patients had to go back to the hospital soon after getting care for heart failure (this is called a readmission rate). These rates show how many patients had to go back to a hospital within 30 days of their original stay. The patients may have needed hospital care because of their heart failure or for a different reason.,Returning to the hospital after getting care for heart failure
READM-30-HOSP-WIDE,Outcome,CMS,30-day hospital-wide all- cause unplanned readmission (HWR),Returning to the hospital for any unplanned reason within 30 days after being discharged,Returning to the hospital for any unplanned reason within 30 days after being discharged.,0,,N,N/A,L,yes,1,TBD,0,0,0,0,0,0,0,Returning to the hospital for any unplanned reason within 30 days after being discharged.,Returning to the hospital for any unplanned reason within 30 days after being discharged
READM-30-PN,Outcome,CMS,Pneumonia (PN) 30-day readmission rate,Returning to the hospital after getting care for pneumonia,Hospitals keep track of how many of their patients had to go back to the hospital soon after getting care for pneumonia (this is called a readmission rate). These rates show how many patients had to go back to a hospital within 30 days of their original stay. The patients may have needed hospital care because of their pneumonia or for a different reason.,1,,Y,506,L,yes,100,TBD,0,0,0,0,0,0,0,Hospitals keep track of how many of their patients had to go back to the hospital soon after getting care for pneumonia (this is called a readmission rate). These rates show how many patients had to go back to a hospital within 30 days of their original stay. The patients may have needed hospital care because of their pneumonia or for a different reason.,Returning to the hospital after getting care for pneumonia
SCIP-CARD-2,Process,CMS,Surgery patients on beta-blocker therapy prior to arrival who received a beta-blocker during the perioperative period,Medicine to lower blood pressure given to surgery patients when needed,"Hospital staff should give medicine to surgery patients who have heart problems or are at risk for heart problems to lower their blood pressure. These patients may already take this medicine, and should continue to take it because it can lower the risk of death.",1,,Y,284,H,no,100,TBD,0,0,0,0,0,0,0,"Hospital staff should give medicine to surgery patients who have heart problems or are at risk for heart problems to lower their blood pressure. These patients may already take this medicine, and should continue to take it because it can lower the risk of death.",Medicine to lower blood pressure given to surgery patients when needed
SCIP-INF-1,Process,CMS,Prophylactic antibiotic received within one hour prior to surgical incision,Antibiotics given one hour before surgery,"Hospital staff should give surgery patients antibiotics within 1 hour before surgery. Antibiotics are medicines that fight infections in your body which, given properly, can greatly lower your chances of getting an infection after surgery.",1,,Y,527,H,no,100,TBD,0,0,0,0,0,0,0,"Hospital staff should give surgery patients antibiotics within 1 hour before surgery. Antibiotics are medicines that fight infections in your body which, given properly, can greatly lower your chances of getting an infection after surgery.",Antibiotics given one hour before surgery
