ZipCode,Latitude,Longitude
01062,42.328313,-72.703923
01063,42.318882,-72.63853
01066,42.406902,-72.655017
01068,42.350861,-72.044247
01069,42.187793,-72.308469
01070,42.518445,-72.919016
01071,42.16006,-72.873852
01072,42.456968,-72.417243
01073,42.226948,-72.741587
01074,42.387602,-72.09323
01075,42.256346,-72.580763
01077,42.05257,-72.777353
01079,42.197423,-72.32702
01080,42.182217,-72.365654
01081,42.061312,-72.23441
01082,42.293532,-72.278598
01083,42.203642,-72.194598
01084,42.392369,-72.882234
01085,42.153503,-72.771602
01086,42.130445,-72.793966
01088,42.391708,-72.646494
01089,42.12545,-72.649733
01090,42.17073,-72.604843
01092,42.191867,-72.235107
01093,42.435121,-72.654962
01094,42.359107,-72.136799
01095,42.127327,-72.427403
01096,42.39714,-72.763571
01097,42.178038,-72.832611
01098,42.394314,-72.943115
01101,42.17073,-72.604843
01102,42.17073,-72.604843
01103,42.104106,-72.592027
01104,42.134008,-72.565377
01105,42.095207,-72.577579
01106,42.047564,-72.571129
01107,42.121059,-72.607067
01108,42.080691,-72.56079
01109,42.119674,-72.549726
01111,42.17073,-72.604843
01115,42.10289,-72.591629
01116,42.17073,-72.604843
01118,42.093732,-72.525904
01119,42.124977,-72.51121
01128,42.092295,-72.489135
01129,42.119061,-72.487401
01133,42.17073,-72.604843
01138,42.17073,-72.604843
01139,42.17073,-72.604843
01144,42.101791,-72.591506
01151,42.151859,-72.50913
01152,42.17073,-72.604843
01195,0,0
01199,42.120562,-72.604467
01201,42.448236,-73.273726
01202,42.392898,-73.228477
01203,42.392898,-73.228477
01220,42.623798,-73.116736
01222,42.058703,-73.322175
01223,42.312224,-73.110123
01224,42.513356,-73.195593
01225,42.563363,-73.153565
01226,42.481118,-73.135073
01227,42.516139,-73.092849
01229,42.276338,-73.335896
01230,42.172941,-73.324462
01235,42.430619,-73.064072
01236,42.266495,-73.378393
01237,42.547817,-73.268033
01238,42.2975,-73.230147
01240,42.367862,-73.269767
01242,42.333733,-73.249199
01243,42.350121,-73.024112
01244,42.118093,-73.257497
01245,42.186892,-73.223105
01247,42.698436,-73.08409
01252,42.198638,-73.446228
01253,42.206682,-73.113213
01254,42.382018,-73.365492
01255,42.107495,-73.118606
01256,42.594166,-73.022319
01257,42.085245,-73.367481
01258,42.109279,-73.462885
01259,42.075468,-73.234375
01260,42.295695,-73.342543
01262,42.292202,-73.319209
01263,42.392898,-73.228477
01264,42.231589,-73.202427
01266,42.312337,-73.387823
01267,42.671616,-73.246981
01270,42.515272,-73.031165
01301,42.626761,-72.601529
01302,42.522171,-72.62416
01330,42.513947,-72.821517
01331,42.562407,-72.191079
01337,42.689306,-72.582249
01338,42.572651,-72.824427
01339,42.603776,-72.889644
01340,42.694726,-72.711078
01341,42.496937,-72.709413
01342,42.543889,-72.609458
01343,42.657625,-72.978931
01344,42.613418,-72.426427
01346,42.693274,-72.823113
01347,42.559294,-72.518753
01349,42.56306,-72.482122
01350,42.727772,-72.985346
01351,42.539879,-72.521688
01354,42.624076,-72.508643
01355,42.458522,-72.327218
01360,42.67709,-72.453875
01364,42.615152,-72.289901
01366,42.47562,-72.192468
01367,42.695532,-72.909148
01368,42.679456,-72.176935
01370,42.593338,-72.72694
01373,42.473861,-72.615611
01375,42.466762,-72.546854
01376,42.59528,-72.555002
01378,42.673532,-72.353212
01379,42.55631,-72.407148
01380,42.553428,-72.392692
01420,42.584924,-71.816862
01430,42.657004,-71.923441
01431,42.676293,-71.832522
01432,42.566572,-71.575135
01434,42.539087,-71.611613
01436,42.603374,-72.088395
01438,42.562243,-72.031401
01440,42.586516,-71.988061
01441,42.364799,-71.896858
01450,42.611759,-71.565269
01451,42.501908,-71.568201
01452,42.489598,-72.002877
01453,42.519959,-71.763075
01460,42.53593,-71.490568
01462,42.582607,-71.720464
01463,42.670642,-71.602857
01464,42.573653,-71.640985
01467,42.492367,-71.609302
01468,42.542766,-72.068344
01469,42.665058,-71.695333
01471,42.446388,-71.459396
01472,42.446388,-71.459396
01473,42.5546,-71.905439
01474,42.669685,-71.752751
01475,42.66816,-72.055644
01477,42.364799,-71.896858
01501,42.198708,-71.846006
01503,42.384928,-71.633888
01504,42.039991,-71.532405
01505,42.355049,-71.716156
01506,42.181792,-72.107472
01507,42.133935,-71.968024
01508,42.109741,-72.079452
01509,42.364799,-71.896858
01510,42.411887,-71.690004
01515,42.209682,-72.040177
01516,42.053072,-71.75224
01517,42.364799,-71.896858
01518,42.127476,-72.118818
01519,42.203403,-71.679738
01520,42.336371,-71.850626
01521,42.046798,-72.180149
01522,42.375633,-71.867382
01523,42.482818,-71.675512
01524,42.249603,-71.919217
01525,42.106794,-71.630517
01526,42.364799,-71.896858
01527,42.192245,-71.777648
01529,42.036642,-71.578778
01531,42.319124,-72.130814
01532,42.323341,-71.646236
01534,42.142074,-71.643348
01535,42.267564,-72.066875
01536,42.231309,-71.692642
01537,42.158965,-71.897051
01538,42.364799,-71.896858
01540,42.116166,-71.857369
01541,42.454124,-71.877539
01542,42.20425,-71.908906
01543,42.388976,-71.970513
01545,42.284767,-71.714228
01546,42.364799,-71.896858
01550,42.059668,-72.03404
01560,42.175395,-71.674222
01561,42.44397,-71.685582
01562,42.247211,-71.991866
01564,42.447924,-71.776044
01566,42.103214,-72.079544
01568,42.176526,-71.603588
01569,42.055892,-71.631293
01570,42.047531,-71.846952
01571,42.053778,-71.935074
01580,42.364799,-71.896858
01581,42.268425,-71.613309
01582,42.364799,-71.896858
01583,42.369416,-71.785036
01585,42.240796,-72.162644
01586,42.364799,-71.896858
01588,42.119227,-71.671822
01590,42.13205,-71.750317
01601,42.265274,-71.879409
01602,42.271563,-71.849991
01603,42.244636,-71.843924
01604,42.253253,-71.767956
01605,42.289682,-71.787792
01606,42.315249,-71.795741
01607,42.22596,-71.78891
01608,42.26198,-71.801462
01609,42.285114,-71.829987
01610,42.247048,-71.808366
01611,42.237603,-71.875838
01612,42.296635,-71.929607
01613,42.293315,-71.801971
01614,42.364799,-71.896858
01615,42.364799,-71.896858
01653,42.364799,-71.896858
01654,42.364799,-71.896858
01655,42.364799,-71.896858
01701,42.320168,-71.440409
01702,42.282575,-71.43676
01703,42.446388,-71.459396
01704,42.446388,-71.459396
01705,42.446388,-71.459396
01718,42.519815,-71.429282
01719,42.485984,-71.520984
01720,42.483952,-71.438495
01721,42.257755,-71.473526
01730,42.49933,-71.281904
01731,42.456747,-71.279483
01740,42.439937,-71.601876
01741,42.536619,-71.361832
01742,42.46291,-71.364496
01745,42.293072,-71.499162
01746,42.195951,-71.453429
01747,42.124079,-71.533416
01748,42.224103,-71.540484
01749,42.389071,-71.545863
01752,42.349617,-71.547213
01754,42.425955,-71.456255
01756,42.09447,-71.544901
01757,42.158692,-71.521418
01760,42.284821,-71.34881
01770,42.23357,-71.37469
01772,42.302877,-71.530827
01773,42.425505,-71.310811
01775,42.429687,-71.512513
01776,42.383366,-71.42107
01778,42.343687,-71.381185
01784,42.446388,-71.459396
01801,42.488658,-71.154425
01803,42.503227,-71.201712
01805,42.446388,-71.459396
01806,42.446388,-71.459396
01807,42.446388,-71.459396
01808,42.446388,-71.459396
01810,42.648043,-71.16175
01812,42.64719,-71.184196
01813,42.446388,-71.459396
01815,42.446388,-71.459396
01821,42.549329,-71.251724
01822,42.446388,-71.459396
01824,42.590789,-71.355181
01826,42.679723,-71.300679
01827,42.676077,-71.500517
01830,42.796312,-71.053436
01831,42.771091,-71.122047
01832,42.791114,-71.132858
01833,42.727885,-70.982033
01834,42.7539,-71.015934
01835,42.751156,-71.094241
01840,42.706763,-71.160403
01841,42.712015,-71.164873
01842,42.63544,-70.879119
01843,42.689973,-71.160382
01844,42.74275,-71.178588
01845,42.673909,-71.091334
01850,42.656044,-71.303308
01851,42.627811,-71.335329
01852,42.631849,-71.295784
01853,42.446388,-71.459396
01854,42.649481,-71.348229
01860,42.838602,-71.011996
01862,42.578543,-71.295591
01863,42.63378,-71.38947
01864,42.578221,-71.084397
01865,42.446388,-71.459396
01866,42.446388,-71.459396
01867,42.535183,-71.105423
01876,42.6118,-71.22757
01879,42.667762,-71.42882
01880,42.501528,-71.067499
01885,42.63544,-70.879119
01886,42.585295,-71.439825
01887,42.564647,-71.164516
01888,42.446388,-71.459396
01889,42.571628,-71.109642
01890,42.452751,-71.144318
01899,42.63544,-70.879119
01901,42.460711,-70.946072
01902,42.471038,-70.941535
01903,42.63544,-70.879119
01904,42.492455,-70.973929
01905,42.465997,-70.975791
01906,42.468431,-71.013946
01907,42.474286,-70.905907
01908,42.428255,-70.92604
01910,42.454788,-70.974693
01913,42.851283,-70.955837
01915,42.570269,-70.866996
01921,42.683107,-71.01833
01922,42.757313,-70.914241
01923,42.574173,-70.950515
01929,42.634421,-70.776591
01930,42.619909,-70.681824
01931,42.63544,-70.879119
01936,42.63544,-70.879119
01937,42.585723,-70.98405
01938,42.68386,-70.842663
01940,42.534117,-71.038573
01944,42.576636,-70.767154
01945,42.501834,-70.859126
01949,42.606665,-71.010316
01950,42.812358,-70.891095
01951,42.77335,-70.850211
01952,42.844793,-70.841476
01960,42.534202,-70.969734
01961,42.63544,-70.879119
01965,42.558109,-70.825736
01966,42.64074,-70.620242
01969,42.720877,-70.891221
01970,42.524434,-70.870858
01971,42.63544,-70.879119
01982,42.626223,-70.85723
01983,42.641379,-70.943439
01984,42.600594,-70.883405
01985,42.799515,-70.96441
02018,41.97047,-70.701347
02019,42.076681,-71.47449
02020,42.081821,-70.643859
02021,42.175736,-71.125384
02025,42.236423,-70.814436
02026,42.246872,-71.179462
02027,42.180038,-71.089233
02030,42.235238,-71.288032
02032,42.156882,-71.216187
02035,42.061337,-71.245801
02038,42.084857,-71.410571
02040,41.97047,-70.701347
02041,42.069641,-70.64907
02043,42.216098,-70.88127
02044,41.97047,-70.701347
02045,42.292253,-70.923918
02047,42.133733,-70.68586
02048,42.017299,-71.217299
02050,42.115138,-70.71033
02051,42.151199,-70.734138
02052,42.184598,-71.305306
02053,42.155816,-71.432781
02054,42.17255,-71.36281
02055,41.97047,-70.701347
02056,42.116244,-71.329359
02059,41.97047,-70.701347
02060,41.97047,-70.701347
02061,42.164569,-70.818843
02062,42.187359,-71.195954
02065,42.097209,-70.651557
02066,42.202272,-70.758184
02067,42.107782,-71.18177
02070,42.180038,-71.089233
02071,42.103425,-71.273589
02072,42.119005,-71.10365
02081,42.146227,-71.270377
02090,42.219644,-71.216768
02093,42.05267,-71.356858
02108,42.357767,-71.064847
02109,42.367223,-71.050633
02110,42.361961,-71.047846
02111,42.350518,-71.059061
02112,42.338939,-70.919631
02113,42.365335,-71.055235
02114,42.363174,-71.068646
02115,42.336342,-71.104175
02116,42.350579,-71.076397
02117,42.338939,-70.919631
02118,42.337859,-71.069805
02119,42.324026,-71.08502
02120,42.33209,-71.096545
02121,42.306266,-71.085897
02122,42.291412,-71.042158
02123,42.338939,-70.919631
02124,42.285805,-71.070571
02125,42.315747,-71.055896
02126,42.274016,-71.096789
02127,42.334991,-71.039092
02128,42.361128,-71.006974
02129,42.379657,-71.061486
02130,42.309173,-71.113834
02131,42.284332,-71.126227
02132,42.280455,-71.162017
02133,42.338939,-70.919631
02134,42.358015,-71.128607
02135,42.349688,-71.153964
02136,42.255082,-71.12922
02137,42.338939,-70.919631
02138,42.379637,-71.135152
02139,42.362985,-71.103352
02140,42.392156,-71.133995
02141,42.3703,-71.08256
02142,42.361471,-71.081993
02143,42.380985,-71.096552
02144,42.399655,-71.12255
02145,42.391576,-71.08991
02148,42.43014,-71.057693
02149,42.405937,-71.054648
02150,42.396824,-71.031347
02151,42.418294,-71.001256
02152,42.373055,-70.974806
02153,42.446388,-71.459396
02155,42.423839,-71.107673
02156,42.446388,-71.459396
02163,42.366168,-71.122849
02169,42.248386,-71.002279
02170,42.266412,-71.015573
02171,42.292141,-71.020475
02176,42.455722,-71.059019
02180,42.474207,-71.097665
02184,42.205415,-71.002167
02185,42.180038,-71.089233
02186,42.241588,-71.08265
02187,42.180038,-71.089233
02188,42.204577,-70.957749
02189,42.208703,-70.931021
02190,42.16673,-70.952363
02191,42.243453,-70.942032
02196,42.338939,-70.919631
02199,42.347462,-71.082038
02201,42.338939,-70.919631
02203,42.360598,-71.058774
02204,42.338939,-70.919631
02205,42.35033,-71.053871
02206,42.338939,-70.919631
02207,42.338939,-70.919631
02210,42.347791,-71.039562
02211,42.338939,-70.919631
02212,42.446388,-71.459396
02215,42.347593,-71.102934
02216,42.338939,-70.919631
02217,42.338939,-70.919631
02222,42.364379,-71.063308
02228,0,0
02238,42.446388,-71.459396
02239,42.446388,-71.459396
02241,42.338939,-70.919631
02266,42.338939,-70.919631
02269,42.180038,-71.089233
02283,42.338939,-70.919631
02284,42.338939,-70.919631
02293,42.338939,-70.919631
02295,42.338939,-70.919631
02297,42.338939,-70.919631
02298,0,0
02301,42.07837,-71.042304
02302,42.088123,-70.998293
02303,41.97047,-70.701347
02304,41.97047,-70.701347
02305,41.97047,-70.701347
02322,42.132399,-71.053929
02324,41.972386,-70.978778
02325,41.987251,-70.972778
02327,42.040699,-70.827239
02330,41.878045,-70.744138
02331,41.97047,-70.701347
02332,42.044373,-70.706114
02333,42.037278,-70.940459
02334,42.023521,-71.132392
02337,42.02222,-70.931579
02338,42.003512,-70.863333
02339,42.122956,-70.856309
02340,0,0
02341,42.050334,-70.86716
02343,42.148913,-71.003737
02344,41.97047,-70.701347
02345,41.888191,-70.581016
02346,41.878003,-70.869266
02347,41.834474,-70.95704
02348,41.97047,-70.701347
02349,41.97047,-70.701347
02350,42.01852,-70.84748
02351,42.119964,-70.957216
02355,41.916908,-70.80133
02356,42.060484,-71.12497
02357,42.055135,-71.081416
02358,41.95351,-70.713096
02359,42.067804,-70.805712
02360,41.883358,-70.631381
02361,41.97047,-70.701347
02362,41.97047,-70.701347
02364,41.987195,-70.741941
02366,41.850569,-70.656046
02367,41.959099,-70.802752
02368,42.176445,-71.051567
02370,42.130398,-70.910615
02375,42.003041,-71.076927
02379,42.021616,-71.026717
02381,41.931598,-70.56105
02382,42.078974,-70.93939
02420,42.457054,-71.215463
02421,42.438546,-71.239572
02445,42.325482,-71.135045
02446,42.343502,-71.122247
02447,42.180038,-71.089233
02451,42.397823,-71.255707
02452,42.392073,-71.218442
02453,42.369542,-71.240513
02454,42.356708,-71.250473
02455,0,0
02456,42.446388,-71.459396
02457,42.299388,-71.274242
02458,42.353409,-71.187882
02459,42.314779,-71.192017
02460,42.351824,-71.208489
02461,42.317362,-71.206507
02462,42.328707,-71.255899
02464,42.312975,-71.218881
02465,42.348911,-71.22633
02466,42.344456,-71.248616
02467,42.314607,-71.153059
02468,42.328552,-71.229552
02471,42.446388,-71.459396
02472,42.36945,-71.177925
02474,42.420949,-71.156369
02475,42.446388,-71.459396
02476,42.415636,-71.175669
02477,42.446388,-71.459396
02478,42.395316,-71.180284
02479,42.446388,-71.459396
02481,42.311926,-71.275531
02482,42.293137,-71.298122
02492,42.276029,-71.244542
02493,42.360501,-71.303432
02494,42.299405,-71.232705
02495,42.446388,-71.459396
02532,41.751767,-70.597595
02534,41.667824,-70.620356
02535,41.334412,-70.763058
02536,41.596975,-70.567876
02537,41.728422,-70.435817
02538,41.776359,-70.648922
02539,41.377659,-70.522091
02540,41.57419,-70.628285
02541,41.799308,-70.308662
02542,41.707838,-70.545519
02543,41.478974,-70.76691
02552,41.379829,-70.643089
02553,41.712516,-70.620757
02554,41.291167,-70.092826
02556,41.639445,-70.624515
02557,41.441299,-70.574093
02558,41.745016,-70.653513
02559,41.690243,-70.616282
02561,41.769348,-70.532595
02562,41.787208,-70.526717
02563,41.728136,-70.476549
02564,41.270628,-69.986367
02565,41.799308,-70.308662
02568,41.458593,-70.61592
02571,41.761186,-70.695991
02573,41.379829,-70.643089
02574,41.603939,-70.638183
02575,41.400252,-70.656934
02576,41.772221,-70.762947
02584,41.258687,-70.007142
02601,41.657862,-70.298441
02630,41.704506,-70.303537
02631,41.747016,-70.068779
02632,41.659095,-70.346875
02633,41.689728,-69.972127
02634,41.799308,-70.308662
02635,41.622905,-70.438205
02637,41.705725,-70.270928
02638,41.730204,-70.197411
02639,41.666904,-70.135644
02641,41.751246,-70.153471
02642,41.84133,-69.977435
02643,41.797777,-69.937326
02644,41.683487,-70.510785
02645,41.70584,-70.05807
02646,41.670596,-70.071449
02647,41.631396,-70.308396
02648,41.670946,-70.415369
02649,41.617238,-70.489312
02650,41.701807,-69.963803
02651,41.874985,-70.003491
02652,42.049537,-70.094988
02653,41.768988,-69.973549
02655,41.630251,-70.392536
02657,42.059829,-70.200406
02659,41.681438,-70.023531
02660,41.7077,-70.158559
02661,41.686199,-70.032852
02662,41.75669,-69.984123
02663,41.894444,-70.01218
02664,41.674726,-70.195648
02666,41.990779,-70.045721
02667,41.921996,-70.023356
02668,41.710853,-70.362695
02669,41.666646,-69.989701
02670,41.660113,-70.170677
02671,41.670836,-70.1134
02672,41.635544,-70.314072
02673,41.655182,-70.247476
02675,41.704155,-70.231801
02702,41.785113,-71.059047
02703,41.931652,-71.294503
02712,41.75621,-71.067062
02713,41.441294,-70.902216
02714,41.75621,-71.067062
02715,41.81505,-71.157549
02717,41.760108,-70.972874
02718,41.862485,-71.01169
02719,41.632443,-70.871139
02720,41.726343,-71.120745
02721,41.675125,-71.14828
02722,41.75621,-71.067062
02723,41.692704,-71.129726
02724,41.683936,-71.177499
02725,41.722721,-71.185457
02726,41.7597,-71.144592
02738,41.704138,-70.752224
02739,41.665793,-70.814531
02740,41.637484,-70.938265
02741,41.75621,-71.067062
02742,41.619548,-70.956336
02743,41.718217,-70.90115
02744,41.606251,-70.913632
02745,41.700736,-70.950546
02746,41.661693,-70.941208
02747,41.667012,-71.015964
02748,41.553573,-70.971135
02760,41.972493,-71.335207
02761,41.75621,-71.067062
02762,42.012799,-71.336601
02763,41.966695,-71.308177
02764,41.851928,-71.153598
02766,41.957441,-71.179067
02767,41.940995,-71.048499
02768,41.75621,-71.067062
02769,41.846963,-71.244502
02770,41.759846,-70.838448
02771,41.83775,-71.320428
02777,41.758175,-71.214202
02779,41.838061,-71.077614
02780,41.909112,-71.118346
02783,41.75621,-71.067062
02790,41.599175,-71.08237
02791,41.528537,-71.078091
02801,41.530132,-71.284057
02802,41.952129,-71.456232
02804,41.433934,-71.770313
02806,41.734752,-71.319732
02807,41.176839,-71.577095
02808,41.40825,-71.749673
02809,41.67573,-71.27333
02812,41.478948,-71.652333
02813,41.394478,-71.66986
02814,41.895932,-71.700553
02815,41.77463,-71.647953
02816,41.692045,-71.619116
02817,41.637104,-71.678369
02818,41.642918,-71.485719
02822,41.57021,-71.626992
02823,41.731201,-71.546752
02824,42.00024,-71.563049
02825,41.782066,-71.726832
02826,41.982745,-71.653143
02827,41.698748,-71.739118
02828,41.880082,-71.564311
02829,41.879291,-71.589347
02830,41.97498,-71.654225
02831,41.774762,-71.620288
02832,41.514715,-71.729619
02833,41.483583,-71.772112
02835,41.510088,-71.378365
02836,41.454574,-71.620332
02837,41.518768,-71.167247
02838,41.965249,-71.476372
02839,41.940756,-71.641513
02840,41.478216,-71.322374
02841,41.511864,-71.332175
02842,41.51861,-71.281684
02852,41.588552,-71.459824
02857,41.82276,-71.633605
02858,41.965375,-71.653424
02859,41.959068,-71.757322
02860,41.870378,-71.388672
02861,41.878602,-71.353131
02862,41.861251,-71.369087
02863,41.890064,-71.39348
02864,41.967598,-71.420477
02865,41.913145,-71.44834
02871,41.587259,-71.261268
02872,41.597011,-71.321496
02873,41.533065,-71.780523
02874,41.508687,-71.481857
02875,41.456485,-71.638864
02876,41.994278,-71.585489
02877,41.5289,-71.529846
02878,41.610137,-71.18047
02879,41.424013,-71.534272
02880,41.375308,-71.643928
02881,41.478082,-71.524716
02882,41.41711,-71.473206
02883,41.375308,-71.643928
02885,41.724958,-71.258373
02886,41.703848,-71.455567
02887,41.682449,-71.557731
02888,41.74767,-71.406118
02889,41.700591,-71.376926
02891,41.361831,-71.789665
02892,41.489846,-71.592808
02893,41.679006,-71.518687
02894,41.44447,-71.703237
02895,42.001705,-71.499949
02896,41.975186,-71.544068
02898,41.516047,-71.672436
02901,41.82275,-71.414451
02902,41.818351,-71.42485
02903,41.818229,-71.409087
02904,41.85833,-71.436308
02905,41.784725,-71.396102
02906,41.840169,-71.390407
02907,41.798592,-71.424629
02908,41.839824,-71.436794
02909,41.82152,-71.453868
02910,41.774999,-71.435593
02911,41.854888,-71.472812
02912,41.825592,-71.402238
02914,41.814295,-71.366168
02915,41.772846,-71.354838
02916,41.842652,-71.352423
02917,41.905774,-71.523304
02918,41.841491,-71.440353
02919,41.82744,-71.519879
02920,41.767344,-71.465507
02921,41.766854,-71.517296
02940,41.871761,-71.558509
03031,42.874864,-71.600503
03032,42.997261,-71.363423
03033,42.749988,-71.67583
03034,43.061445,-71.319997
03036,42.984656,-71.255212
03037,43.141274,-71.248197
03038,42.892761,-71.276763
03040,43.005889,-71.013198
03041,43.005889,-71.013198
03042,43.048512,-71.078737
03043,42.996999,-71.817787
03044,42.999856,-71.119714
03045,43.021515,-71.563462
03046,43.112453,-71.607479
03047,42.93874,-71.879424
03048,42.742342,-71.76206
03049,42.749625,-71.585401
03051,42.760508,-71.409493
03052,42.846072,-71.468297
03053,42.869669,-71.387918
03054,42.853755,-71.520955
03055,42.818644,-71.673354
03057,42.908884,-71.694198
03060,42.741295,-71.458792
03061,42.952121,-71.65393
03062,42.723883,-71.495386
03063,42.782145,-71.51793
03064,42.779378,-71.474918
03070,42.981206,-71.677524
03071,42.746257,-71.874433
03073,43.005889,-71.013198
03076,42.730992,-71.337073
03077,43.038038,-71.205106
03079,42.788274,-71.22172
03082,42.904156,-71.771413
03084,42.826895,-71.875293
03086,42.832062,-71.759816
03087,42.811092,-71.302688
03101,42.989027,-71.46611
03102,43.011915,-71.491118
03103,42.950538,-71.446546
03104,43.009551,-71.439781
03105,42.952121,-71.65393
03106,43.082583,-71.446877
03108,42.952121,-71.65393
03109,42.963734,-71.40035
03110,42.935583,-71.536871
03215,43.942621,-71.447773
03216,43.451174,-71.797939
03217,43.726075,-71.642508
03218,43.338034,-71.277261
03220,43.474595,-71.482371
03221,43.258003,-71.960168
03222,43.642709,-71.789139
03223,43.855414,-71.685469
03224,43.36249,-71.558019
03225,43.363331,-71.239034
03226,43.710672,-71.515467
03227,43.841355,-71.48108
03229,43.203876,-71.697914
03230,43.50865,-71.890242
03231,43.47334,-71.762338
03233,43.424042,-71.931188
03234,43.204811,-71.348562
03235,43.449136,-71.674267
03237,43.423067,-71.387248
03238,43.984428,-71.91127
03240,43.576692,-71.962546
03241,43.751503,-71.817393
03242,43.16942,-71.831188
03243,43.528694,-71.768676
03244,43.128103,-71.916939
03245,43.745843,-71.594624
03246,43.576422,-71.481025
03247,43.58897,-71.445449
03249,43.522384,-71.367281
03251,44.100673,-71.494073
03252,43.468559,-71.537139
03253,43.631211,-71.498585
