PRVDR_NUM_MOD,PRVDR_CTGRY_SBTYP_CD,PRVDR_CTGRY_CD,CITY_NAME,FAC_NAME,STATE_CD,ST_ADR,PHNE_NUM,PGM_TRMNTN_CD,ZIP_CD,FIPS_CNTY_CD,BED_CNT,FAX_PHNE_NUM,MDCD_MDCR_PRTCPTG_PRVDR_SW,MLT_FAC_ORG_NAME,MLT_OWND_FAC_ORG_SW,DCTD_ER_SRVC_CD,SHCK_TRMA_SRVC_CD,EMPLEE_CNT,URGNT_CARE_SRVC_CD,PHYSN_CNTRCTR_SW,LAB_SRVC_CD,DGNSTC_XRAY_ONST_NRSDNT_SW,PED_SRVC_CD,PHRMCY_SRVC_CD,PED_ICU_SRVC_CD,LATITUDE,LONGITUDE
'380018',1,1,MEDFORD,ASANTE ROGUE REGIONAL MEDICAL CENTER,OR,2825 E BARNETT ROAD,5417897000,0,97504,29,378,5417895870,Y,,,1,0,,0,,,,1,1,0,42.316483,-122.830443
'501323',11,1,PORT TOWNSEND,JEFFERSON HEALTHCARE,WA,834 SHERIDAN STREET,3603852200,0,98368,31,25,3603792242,Y,,,3,3,,0,,,,1,1,0,48.105539,-122.790285
'380005',1,1,ASHLAND,ASANTE ASHLAND COMMUNITY HOSPITAL,OR,280 MAPLE STREET,5412014017,0,97520,29,49,5414887411,Y,,,1,0,,0,,,,1,1,0,42.206445,-122.725129
'050174',1,1,SANTA ROSA,SANTA ROSA MEMORIAL HOSPITAL,CA,1165 MONTGOMERY DR,7075255300,0,95405,97,346,,Y,,,3,3,,3,,,,1,1,0,38.442954,-122.701112
'380082',1,1,MILWAUKIE,PROVIDENCE MILWAUKIE HOSPITAL,OR,10150 SE 32ND AVENUE,5035138336,0,97222,5,77,5035138191,Y,,,1,0,,0,,,,0,1,0,45.449714,-122.629791
'380038',1,1,OREGON CITY,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OR,1500 DIVISION STREET,5036576915,0,97045,5,143,5036506807,Y,,,1,0,,0,,,,1,1,0,45.356647,-122.588371
'050360',1,1,GREENBRAE,MARIN GENERAL HOSPITAL,CA,"250 BON AIR ROAD, PO BOX 8010",4159257900,0,94904,41,325,4159257933,Y,,,3,3,,0,,,,3,1,0,37.948884,-122.535897
'050008',1,1,SAN FRANCISCO,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,CA,601 DUBOCE AVE,4156006000,0,94117,75,341,4156008666,Y,,,1,0,,0,,,,0,1,0,37.769118,-122.434656
'050007',1,1,BURLINGAME,MILLS-PENINSULA MEDICAL CENTER,CA,1501 TROUSDALE DRIVE,6506965270,0,94010,81,301,,Y,,,1,0,,0,,,,0,1,0,37.594398,-122.383356
'500003',1,1,MOUNT VERNON,SKAGIT VALLEY HOSPITAL,WA,1415 KINCAID STREET,3604244111,0,98274,57,234,3604282459,Y,,,3,0,,0,,,,1,1,0,48.417431,-122.324973
'500141',1,1,FEDERAL WAY,ST FRANCIS COMMUNITY HOSPITAL,WA,34515 9TH AVENUE SOUTH,2539448100,0,98003,33,110,2539447988,Y,,,3,0,,0,,,,1,1,0,47.292106,-122.322951
'050113',1,1,SAN MATEO,SAN MATEO MEDICAL CENTER,CA,222 W 39TH AVE,6505732222,0,94403,81,134,,Y,,,3,0,,3,,,,1,1,0,37.530116,-122.299406
'500079',1,1,PUYALLUP,MULTICARE GOOD SAMARITAN HOSPITAL,WA,401 15TH AVENUE SE,2536972102,0,98372,53,225,2536975174,Y,,,1,0,,0,,,,1,1,0,47.177411,-122.289468
'501319',11,1,MORTON,MORTON GENERAL HOSPITAL,WA,521 ADAMS STREET,3604965112,0,98356,41,31,3604963537,Y,,,3,0,,0,,,,0,1,0,46.555953,-122.279878
'501329',11,1,SEDRO WOOLLEY,PEACEHEALTH UNITED GENERAL MEDICAL CENTER,WA,2000 HOSPITAL DRIVE,3608566021,0,98284,57,30,3608567204,Y,,,3,1,,1,,,,2,1,3,48.495516,-122.275287
'050211',1,1,ALAMEDA,ALAMEDA HOSPITAL,CA,2070 CLINTON AVENUE,5105223700,0,94501,1,145,,Y,,,1,0,,0,,,,0,1,0,37.76323,-122.253541
'050197',1,1,REDWOOD CITY,SEQUOIA HOSPITAL,CA,170 ALAMEDA DE LAS PULGAS,6503675551,0,94062,81,189,,Y,,,1,0,,0,,,,0,1,0,37.480987,-122.253223
'050320',1,1,OAKLAND,HIGHLAND HOSPITAL,CA,1411 E 31ST STREET,5104374800,0,94602,1,613,,Y,,,1,1,,0,,,,1,1,0,37.799234,-122.231199
'500015',1,1,AUBURN,MULTICARE AUBURN MEDICAL CENTER,WA,202 NORTH DIVISION STREET PLAZA ONE,2538337711,0,98001,33,195,2539392376,Y,,,3,3,,0,,,,0,1,0,47.309153,-122.229833
'053305',6,1,PALO ALTO,LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD,CA,725 WELCH ROAD,6504978000,0,94304,85,287,,Y,,,0,0,,0,,,,1,1,1,37.437382,-122.175061
'050773',1,1,SAN LEANDRO,SAN LEANDRO HOSPITAL,CA,13855 E 14TH STREET,5103576500,0,94578,1,93,,Y,,,1,0,,0,,,,0,1,1,37.714632,-122.141973
'500060',1,1,ARLINGTON,CASCADE VALLEY HOSPITAL,WA,330 S STILLAGUAMISH AVE,3604352133,0,98223,61,48,3604350513,Y,,,3,3,,0,,,,1,3,0,48.189802,-122.117589
'050002',1,1,HAYWARD,ST ROSE HOSPITAL,CA,27200 CALAROGA AVE,5107826200,0,94545,1,129,,Y,,,1,0,,0,,,,0,1,0,37.63291,-122.089742
'050180',1,1,WALNUT CREEK,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,CA,1601 YGNACIO VALLEY RD,9259393000,0,94598,13,296,,Y,,,1,0,,1,,,,1,1,2,37.914297,-122.042071
'050714',1,1,SANTA CRUZ,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,CA,2900 CHANTICLEER AVENUE,8314772200,0,95065,87,30,,Y,,,0,0,,0,,,,0,1,0,36.987865,-121.97818
'501338',11,1,SNOQUALMIE,SNOQUALMIE VALLEY HOSPITAL,WA,9801 FRONTIER AVE SE,4258312300,0,98065,33,25,4258311994,Y,,,1,0,,0,,,,0,1,0,47.512309,-121.885917
'380050',1,1,KLAMATH FALLS,SKY LAKES MEDICAL CENTER,OR,2865 DAGGETT AVENUE,5412746150,0,97601,35,176,5412746725,Y,,,3,0,,0,,,,1,1,0,42.252655,-121.787391
'051311',11,1,GRIDLEY,ORCHARD HOSPITAL,CA,240 SPRUCE STREET,5308465671,0,95948,7,24,,Y,,,3,3,,0,,,,0,3,0,39.366973,-121.689766
'050248',1,1,SALINAS,NATIVIDAD MEDICAL CENTER,CA,1441 CONSTITUTION BOULEVARD,8317554195,0,93906,53,172,,Y,,,1,0,,0,,,,1,1,0,36.695487,-121.631223
'050688',1,1,GILROY,SAINT LOUISE REGIONAL HOSPITAL,CA,9400 NO NAME UNO,4088482000,0,95020,85,93,,Y,,,3,0,,3,,,,1,1,0,37.03511,-121.573038
'501315',11,1,WHITE SALMON,SKYLINE HOSPITAL,WA,211 SKYLINE DRIVE,5094911101,0,98672,39,25,5094934607,Y,,,3,1,,0,,,,0,1,0,45.722474,-121.469921
'050599',1,1,SACRAMENTO,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,CA,2315 STOCKTON BOULEVARD,9167342011,0,95817,67,631,9167347411,Y,,,1,1,,1,,,,1,1,1,38.554375,-121.457535
'050313',1,1,TRACY,SUTTER TRACY COMMUNITY HOSPITAL,CA,1420 N TRACY BLVD,2098351500,0,95376,77,82,2098326091,Y,,,1,0,,0,,,,1,1,0,37.744232,-121.43494
'051305',11,1,FALL RIVER MILLS,MAYERS MEMORIAL HOSPITAL,CA,43563 HWY 299 EAST,5303365511,0,96028,89,121,,Y,,,3,3,,0,,,,2,3,0,41.023968,-121.424651
'050425',1,1,SACRAMENTO,KAISER FOUNDATION HOSPITAL - SACRAMENTO,CA,2025 MORSE AVENUE,9169735000,0,95825,67,628,9169734405,Y,,,0,0,,0,,,,1,1,1,38.602162,-121.392238
'050296',1,1,HOLLISTER,HAZEL HAWKINS MEMORIAL HOSPITAL,CA,911 SUNSET DRIVE,8316375711,0,95023,69,49,8316375601,Y,,,0,0,,0,,,,0,2,0,36.83512,-121.386593
'051327',11,1,CHESTER,SENECA DISTRICT HOSPITAL,CA,130 BRENTWOOD DRIVE,5302582121,0,96020,63,26,,Y,,,3,2,,0,,,,0,0,0,40.305251,-121.234062
'050414',1,1,FOLSOM,MERCY HOSPITAL OF FOLSOM,CA,1650 CREEKSIDE DRIVE,9169837400,0,95630,67,106,,Y,,,3,0,,0,,,,0,1,0,38.667599,-121.149933
'381324',11,1,MADRAS,ST CHARLES - MADRAS,OR,470 NE A STREET,5414753882,0,97741,31,36,5415266673,Y,,,1,1,,0,,,,1,1,0,44.637362,-121.121358
'050726',1,1,MODESTO,STANISLAUS SURGICAL HOSPITAL,CA,1421 OAKDALE ROAD,2095722700,0,95355,99,23,,Y,,,0,0,,0,,,,1,1,0,37.664558,-120.957516
'050067',1,1,OAKDALE,OAK VALLEY HOSPITAL DISTRICT,CA,350 S OAK AVE,2098473011,0,95361,99,39,2098484110,Y,,,1,0,,0,,,,1,1,0,37.758098,-120.860363
'050179',1,1,TURLOCK,EMANUEL MEDICAL CENTER,CA,825 DELBON AVE,2096674200,0,95382,99,354,2096349336,Y,,,1,0,,0,,,,1,1,0,37.510487,-120.837491
'051320',11,1,SUSANVILLE,BANNER LASSEN MEDICAL CENTER,CA,1800 SPRING RIDGE DRIVE,5302522000,0,96130,35,38,,Y,,,3,0,,0,,,,1,3,0,40.438213,-120.629017
'051300',11,1,PORTOLA,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,CA,500 FIRST AVENUE,5308324277,0,96122,63,9,,Y,,,1,0,,0,,,,1,2,0,39.806144,-120.463129
'500016',1,1,WENATCHEE,CENTRAL WASHINGTON HOSPITAL,WA,1201 SOUTH MILLER STREET,5096621511,0,98807,7,198,5096656017,Y,,,3,1,,0,,,,1,3,0,47.407963,-120.324593
'501334',11,1,CHELAN,LAKE CHELAN COMMUNITY HOSPITAL,WA,503 EAST HIGHLAND,5096823300,0,98816,7,25,5096823475,Y,,,1,1,,0,,,,1,3,0,47.845139,-120.010511
'053300',6,1,MADERA,VALLEY CHILDREN'S HOSPITAL,CA,9300 VALLEY CHILDRENS PLACE,5593535116,0,93636,19,348,,Y,,,1,1,,0,,,,1,1,0,36.884502,-119.800266
'050396',1,1,SANTA BARBARA,SANTA BARBARA COTTAGE HOSPITAL,CA,400 WEST PUEBLO,8056827111,0,93102,83,450,,Y,,,1,1,,0,,,,1,1,1,34.429483,-119.723077
'050121',1,1,HANFORD,ADVENTIST MEDICAL CENTER,CA,115 MALL DRIVE,2094107200,0,93230,31,199,2094107280,Y,,,1,0,,0,,,,0,1,0,36.323877,-119.669005
'381310',11,1,HEPPNER,PIONEER MEMORIAL HOSPITAL,OR,564 E PIONEER DRIVE,5416769133,0,97836,49,21,5416762901,Y,,,1,1,,0,,,,1,3,0,45.356268,-119.54763
'501328',11,1,OMAK,MID VALLEY HOSPITAL,WA,810 JASMINE STREET,5098261760,0,98841,47,25,5098267379,Y,,,1,1,,0,,,,1,3,0,48.396527,-119.545328
'050057',1,1,VISALIA,KAWEAH DELTA MEDICAL CENTER,CA,400 W MINERAL KING AVE,5596242000,0,93291,107,419,5596354064,Y,,,1,1,,1,,,,1,1,0,36.327415,-119.294172
'051334',11,1,OJAI,OJAI VALLEY COMMUNITY HOSPITAL,CA,1306 MARICOPA HWY,8056402280,0,93023,111,110,8056401051,Y,,,3,0,,0,,,,1,1,0,34.442251,-119.264518
'050608',1,1,DELANO,DELANO REGIONAL MEDICAL CENTER,CA,1401 GARCES HIGHWAY,6617254800,0,93215,29,156,,Y,,,2,0,,0,,,,1,1,0,35.761418,-119.238878
'501318',11,1,OTHELLO,OTHELLO COMMUNITY HOSPITAL,WA,315 NORTH 14TH AVENUE,5094882636,0,99344,1,49,5093312617,Y,,,3,3,,0,,,,1,3,0,46.830363,-119.154363
'050261',1,1,PORTERVILLE,SIERRA VIEW MEDICAL CENTER,CA,465 W PUTNAM AVE,5597841110,0,93257,107,120,,Y,,,1,0,,0,,,,1,1,1,36.069575,-119.027405
'050295',1,1,BAKERSFIELD,MERCY HOSPITAL,CA,2215 TRUXTUN AVENUE,6616325000,0,93301,29,211,,Y,,,3,0,,0,,,,0,1,0,35.373323,-119.027386
'050616',1,1,CAMARILLO,ST JOHNS PLEASANT VALLEY HOSPITAL,CA,2309 ANTONIO AVE,8053895800,0,93010,111,180,8053837450,Y,,,1,0,,0,,,,1,1,0,34.242965,-119.018306
'501308',11,1,GRAND COULEE,COULEE MEDICAL CENTER,WA,411 FORTUYN ROAD,5096331753,0,99133,25,48,5096330951,Y,,,1,1,,1,,,,1,1,0,47.942384,-119.005364
'050546',1,1,PORTERVILLE,PORTERVILLE DEVELOPMENTAL CENTER,CA,26501 AVENUE 140,5597822222,0,93257,107,1226,5597822193,Y,,,0,0,,0,,,,0,1,0,36.043908,-118.980483
'381305',11,1,JOHN DAY,BLUE MOUNTAIN HOSPITAL,OR,170 FORD ROAD,5415751311,0,97845,23,39,5415750650,Y,,,1,0,,0,,,,1,3,0,44.417651,-118.95922
'501322',11,1,REPUBLIC,FERRY COUNTY MEMORIAL HOSPITAL,WA,36 KLONDIKE ROAD,5097753333,0,99166,19,25,5097753866,Y,,,1,1,,0,,,,0,2,0,48.652745,-118.733177
'050158',1,1,ENCINO,ENCINO HOSPITAL MEDICAL CENTER,CA,16237 VENTURA BLVD,8189955000,0,91436,37,150,8189078630,Y,,,2,0,,0,,,,1,1,0,34.156826,-118.486948
'050112',1,1,SANTA MONICA,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,CA,1250 16TH STREET,3103194000,0,90404,37,363,4242596626,Y,,,2,0,,0,,,,1,1,0,34.027776,-118.486315
'051301',11,1,TEHACHAPI,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI VALLEY,CA,115 WEST E STREET,6618223241,0,93561,29,24,6618233082,Y,,,1,0,,0,,,,0,3,0,35.130081,-118.449107
'050137',1,1,PANORAMA CITY,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,CA,13652 CANTARA ST,8183753333,0,91402,37,325,8183753480,Y,,,1,0,,0,,,,1,1,0,34.219847,-118.430299
'051324',11,1,BISHOP,NORTHERN INYO HOSPITAL,CA,150 PIONEER LANE,7608735811,0,93514,27,25,,Y,,,3,0,,0,,,,1,1,0,37.362108,-118.407362
'050378',1,1,SUN VALLEY,PACIFICA HOSPITAL OF THE VALLEY,CA,9449 SAN FERNANDO RD,8187673310,0,91352,37,242,8182522478,Y,,,1,0,,0,,,,1,1,0,34.241134,-118.395669
'501311',11,1,RITZVILLE,EAST ADAMS RURAL HOSPITAL,WA,903 SOUTH ADAMS,5096591200,0,99169,1,20,5096591252,Y,,,1,1,,0,,,,0,2,0,47.120959,-118.372258
'050751',1,1,LOS ANGELES,MIRACLE MILE MEDICAL CENTER,CA,6000 SAN VICENTE BLVD,3239301040,0,90036,37,17,,Y,,,0,0,,0,,,,0,2,0,34.057374,-118.362014
'050739',1,1,INGLEWOOD,CENTINELA HOSPITAL MEDICAL CENTER,CA,555 EAST HARDY STREET,3106734660,0,90301,37,346,,Y,,,1,0,,0,,,,0,1,1,33.949085,-118.347866
'050078',1,1,SAN PEDRO,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,CA,1300 W 7TH ST,3108323311,0,90732,37,387,3105145314,Y,,,1,0,,0,,,,1,1,0,33.737928,-118.305005
'053310',6,1,LOS ANGELES,SHRINERS HOSPITALS FOR CHILDREN,CA,3160 GENEVA STREET,2133883151,0,90020,37,60,2133877528,Y,,,0,0,,0,,,,1,1,0,34.067708,-118.286387
'050058',1,1,GLENDALE,GLENDALE MEM HOSPITAL & HLTH CENTER,CA,1420 S CENTRAL AVE,8185021900,0,91204,37,334,8185027314,Y,,,1,0,,0,,,,0,1,0,34.127789,-118.257795
'050018',1,1,LOS ANGELES,PACIFIC ALLIANCE MEDICAL CENTER,CA,531 W COLLEGE ST,2136248411,0,90012,37,155,,Y,,,0,0,,0,,,,1,2,0,34.064627,-118.239249
'050485',1,1,LONG BEACH,LONG BEACH MEMORIAL MEDICAL CENTER,CA,2801 ATLANTIC AVE,5629332000,0,90806,37,570,,Y,,,1,1,,0,,,,0,1,0,33.807107,-118.185098
'053309',6,1,LONG BEACH,MILLER CHILDREN'S HOSPITAL,CA,2801 ATLANTIC AVENUE,5629338001,0,90806,37,171,,Y,,,1,0,,0,,,,1,1,0,33.807107,-118.185098
'050204',1,1,PALMDALE,PALMDALE REGIONAL MEDICAL CENTER,CA,38600 MEDICAL CENTER DRIVE,6613825000,0,93552,37,157,6613826178,Y,,,3,0,,0,,,,0,1,0,34.585649,-118.143668
'050737',1,1,MONTEREY PARK,GARFIELD MEDICAL CENTER,CA,525 N GARFIELD AVE,6265732222,0,91754,37,210,6265718972,Y,,,1,0,,0,,,,1,1,1,34.067864,-118.122906
'381321',11,1,LA GRANDE,GRANDE RONDE HOSPITAL,OR,900 SUNSET DRIVE,5419638421,0,97850,61,49,5419631476,Y,,,1,1,,1,,,,1,1,1,45.319464,-118.104828
'050771',1,1,NORWALK,COAST PLAZA HOSPITAL,CA,13100 STUDERBAKER ROAD,3103560550,0,90650,37,117,,Y,,,2,0,,0,,,,1,1,0,33.912428,-118.099156
'050551',1,1,LOS ALAMITOS,LOS ALAMITOS MEDICAL CENTER,CA,3751 KATELLA AVENUE,5627993220,0,90720,59,167,,Y,,,3,0,,0,,,,0,1,0,33.803175,-118.067413
'051302',11,1,LONE PINE,SOUTHERN INYO HOSPITAL,CA,501 EAST LOCUST STREET,7608765501,0,93545,27,25,,Y,,,1,0,,0,,,,0,3,0,36.608374,-118.058159
'050738',1,1,SOUTH EL MONTE,GREATER EL MONTE COMMUNITY HOSPITAL,CA,1701 SANTA ANITA AVE,6263507975,0,91733,37,104,6263500368,Y,,,0,0,,0,,,,1,1,0,34.048705,-118.042452
'050580',1,1,LA PALMA,LA PALMA INTERCOMMUNITY HOSPITAL,CA,7901 WALKER STREET,7146707400,0,90623,59,141,,Y,,,1,0,,0,,,,0,1,0,33.847397,-118.037247
'050723',1,1,BALDWIN PARK,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,CA,1011 BALDWIN PARK BLVD,6268511011,0,91706,37,269,6264056281,Y,,,1,0,,0,,,,0,1,0,34.064642,-117.984646
'050570',1,1,FOUNTAIN VALLEY,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,17100 EUCLID STREET,7149667200,0,92708,59,405,,Y,,,1,1,,0,,,,1,1,0,33.714599,-117.937009
'050382',1,1,COVINA,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,CA,210 W  SAN BERNARDINO ROAD,6268142468,0,91723,37,193,6268595865,Y,,,1,0,,0,,,,1,1,0,34.089947,-117.893666
'050747',1,1,SANTA ANA,SOUTH COAST GLOBAL MEDICAL CENTER,CA,2701 S BRISTOL ST,7147545454,0,92704,59,178,,Y,,,3,0,,0,,,,1,1,0,33.710682,-117.88541
'050597',1,1,GLENDORA,FOOTHILL PRESBYTERIAN HOSPITAL,CA,250 S GRAND AVE,6269638411,0,91740,37,106,6268595865,Y,,,1,0,,0,,,,1,1,0,34.133196,-117.872534
'053304',6,1,ORANGE,CHILDREN'S HOSPITAL OF ORANGE COUNTY,CA,1201 W LA VETA AVE,7149973000,0,92868,59,192,,Y,,,2,1,,0,,,,1,2,0,33.78033,-117.86496
'050589',1,1,PLACENTIA,PLACENTIA LINDA HOSPITAL,CA,1301 N ROSE DRIVE,7149932000,0,92870,59,114,,Y,,,1,0,,0,,,,0,1,0,33.886612,-117.842096
'053308',6,1,ORANGE,HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE,CA,393 S TUSTIN STREET,7142892400,0,92866,59,6,,Y,,,0,0,,0,,,,1,1,0,33.782772,-117.835745
'050586',1,1,CHINO,CHINO VALLEY MEDICAL CENTER,CA,5451 WALNUT AVE,9096276111,0,91710,71,126,,Y,,,1,0,,0,,,,1,1,0,34.026348,-117.685358
'050329',1,1,CORONA,CORONA REGIONAL MEDICAL CENTER,CA,800 SOUTH MAIN STREET,9517374343,0,92882,65,240,9517366310,Y,,,1,0,,0,,,,1,1,0,33.873327,-117.566768
'050102',1,1,RIVERSIDE,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,CA,3865 JACKSON STREET,9516882211,0,92503,65,193,9513525427,Y,,,3,0,,0,,,,1,1,0,33.925697,-117.440052
'050140',1,1,FONTANA,KAISER FOUNDATION HOSPITAL FONTANA,CA,9961 SIERRA AVE,9094275500,0,92335,71,438,,Y,,,1,0,,0,,,,1,1,1,34.072271,-117.433458
'050089',1,1,SAN BERNARDINO,COMMUNITY HOSPITAL OF SAN BERNARDINO,CA,1805 MEDICAL CENTER DRIVE,9098876333,0,92411,71,347,,Y,,,1,0,,0,,,,1,1,0,34.131266,-117.322558
'050709',1,1,VICTORVILLE,DESERT VALLEY HOSPITAL,CA,16850 BEAR VALLEY RD,7602418000,0,92395,71,148,,Y,,,1,0,,1,,,,1,1,0,34.470911,-117.297099
'501331',11,1,PULLMAN,PULLMAN REGIONAL HOSPITAL,WA,835 S BISHOP BLVD,5093322541,0,99163,75,25,5093324242,Y,,,1,1,,0,,,,1,1,0,46.713462,-117.169846
'050234',1,1,CORONADO,SHARP CORONADO HOSPITAL AND HLTHCR CTR,CA,250 PROSPECT PLACE,6194356251,0,92118,73,204,,Y,,,1,0,,0,,,,0,1,0,32.694257,-117.167947
'050515',1,1,SAN DIEGO,KAISER FOUNDATION HOSPITAL - SAN DIEGO,CA,4647 ZION AVE,6195285000,0,92120,73,397,6195285317,Y,,,1,0,,0,,,,1,1,0,32.792973,-117.095859
'501310',11,1,NEWPORT,NEWPORT COMMUNITY HOSPITAL,WA,714 WEST PINE STREET,5094472441,0,99156,51,25,5094475527,Y,,,2,1,,0,,,,1,1,0,48.18217,-117.04842
'050026',1,1,LA MESA,GROSSMONT HOSPITAL,CA,5555 GROSSMONT CENTER DRIVE BOX 58,6194650711,0,91942,73,536,6194617191,Y,,,1,0,,0,,,,1,1,0,32.779435,-117.009178
'131327',11,1,MOSCOW,GRITMAN MEDICAL CENTER,ID,700 SOUTH MAIN STREET,2088824511,0,83843,57,25,2088836571,Y,,,1,2,,0,,,,1,1,0,46.728704,-117.001406
