ProviderID,Year,CostToChargeRatio
'010054',2004,0.19528
'010054',2005,0.19784
'010054',2006,0.00000
'010054',2007,0.15813
'010054',2008,0.13848
'010054',2009,0.14339
'010055',2001,0.30736
'010055',2002,0.26209
'010055',2003,0.21316
'010055',2004,0.18815
'010055',2005,0.00000
'010055',2006,0.00000
'010055',2007,0.16430
'010055',2008,0.00000
'010055',2009,0.17830
'010055',2010,0.16946
'010056',2001,0.45402
'010056',2002,0.40101
'010056',2003,0.39868
'010056',2004,0.40906
'010056',2005,0.39335
'010056',2006,0.42573
'010056',2007,0.39194
'010056',2008,0.39606
'010056',2009,0.39803
'010058',2001,0.70236
'010058',2002,0.00000
'010058',2003,0.83468
'010058',2004,0.81139
'010058',2005,0.81319
'010058',2006,0.72061
'010058',2007,0.77759
'010058',2008,0.60290
'010058',2009,0.76063
'010058',2010,0.74669
'010059',2001,0.00000
'010059',2002,0.41183
'010059',2003,0.00000
'010059',2004,0.36597
'010059',2005,0.39791
'010059',2006,0.42093
'010059',2007,0.37684
'010059',2008,0.37386
'010059',2009,0.38435
'010059',2010,0.37586
'010061',2001,0.54258
'010061',2002,0.53362
'010061',2003,0.54191
'010061',2004,0.48130
'010061',2005,0.46212
'010061',2006,0.49842
'010061',2007,0.45864
'010061',2008,0.47273
'010061',2009,0.46644
'010061',2010,0.48552
'010062',2001,0.62742
'010062',2002,0.63760
'010062',2003,0.69612
'010062',2004,0.70725
'010062',2005,0.68512
'010062',2006,0.73430
'010062',2007,0.60841
'010062',2008,0.70580
'010062',2009,0.64385
'010062',2010,0.68368
'010064',2001,0.35934
'010064',2002,0.31299
'010064',2003,0.29658
'010064',2004,0.29152
'010064',2005,0.29755
'010064',2006,0.29865
'010064',2007,0.29566
'010064',2008,0.00000
'010064',2009,0.00000
'010065',2001,0.51880
'010065',2002,0.45736
'010065',2003,0.43926
'010065',2004,0.40088
'010065',2005,0.42898
'010065',2006,0.44469
'010065',2007,0.44542
'010065',2008,0.43128
'010065',2009,0.44261
'010065',2010,0.44682
'010066',2001,0.42123
'010066',2002,0.41019
'010066',2003,0.51705
'010066',2004,0.64420
'010066',2005,0.56254
'010066',2006,0.56411
'010066',2007,0.52265
'010066',2008,0.58637
'010066',2009,0.52094
'010066',2010,0.68745
'010068',2001,0.48148
'010068',2002,0.46303
'010068',2003,0.44924
'010068',2004,0.00000
'010068',2005,0.00000
'010068',2006,0.00000
'010068',2007,0.00000
'010068',2008,0.00000
'010068',2009,0.00000
'010069',2001,0.38722
'010069',2002,0.35226
'010069',2003,0.31164
'010069',2004,0.25978
'010069',2005,0.25031
'010069',2006,0.32979
'010069',2007,0.34928
'010069',2008,0.32425
'010069',2009,0.32511
'010069',2010,0.32008
'010072',2001,0.42978
'010072',2002,0.35218
'010072',2003,0.32987
'010072',2004,0.00000
'010072',2005,0.00000
'010072',2006,0.00000
'010072',2007,0.00000
'010072',2008,0.00000
'010072',2009,0.00000
'010073',2001,0.59876
'010073',2002,0.62909
'010073',2003,0.64246
'010073',2004,0.65604
'010073',2005,0.66081
'010073',2006,0.72704
'010073',2007,0.63202
'010073',2008,0.62658
'010073',2009,0.61693
'010073',2010,0.68345
'010078',2001,0.33238
'010078',2002,0.31623
'010078',2003,0.27379
'010078',2004,0.25453
'010078',2005,0.23505
'010078',2006,0.23473
'010078',2007,0.23630
'010078',2008,0.23265
'010078',2009,0.22307
'010078',2010,0.22766
'010079',2001,0.42954
'010079',2002,0.43918
'010079',2003,0.45331
'010079',2004,0.47246
'010079',2005,0.45234
'010079',2006,0.42844
'010079',2007,0.45726
'010079',2008,0.39622
'010079',2009,0.38730
'010083',2001,0.00000
'010083',2002,0.00000
'010083',2003,0.00000
'010083',2004,0.00000
'010083',2005,0.00000
'010083',2006,0.00000
'010083',2007,0.00000
'010083',2008,0.21226
'010083',2009,0.18973
'010083',2010,0.18999
'010084',2001,0.45759
'010084',2002,0.38883
'010084',2003,0.37481
'010084',2004,0.40380
'010084',2005,0.00000
'010084',2006,0.00000
'010084',2007,0.00000
'010084',2008,0.00000
'010084',2009,0.00000
'010085',2001,0.00000
'010085',2002,0.00000
'010085',2003,0.38642
'010085',2004,0.37066
'010085',2005,0.34817
'010085',2006,0.33925
'010085',2007,0.42136
'010085',2008,0.47191
'010085',2009,0.45753
'010085',2010,0.46811
'010086',2001,0.34752
'010086',2002,0.00000
'010086',2003,0.34391
'010086',2004,0.33258
'010086',2005,0.32396
'010086',2006,0.31753
'010086',2007,0.30100
'010086',2008,0.32019
'010086',2009,0.30198
'010086',2010,0.28312
'010087',2001,0.51120
'010087',2002,0.48747
'010087',2003,0.48781
'010087',2004,0.47201
'010087',2005,0.44609
'010087',2006,0.44188
'010087',2007,0.47066
'010087',2008,0.51681
'010087',2009,0.49725
'010087',2010,0.48715
'010089',2001,0.28037
'010089',2002,0.23648
'010089',2003,0.23567
'010089',2004,0.21579
'010089',2005,0.23813
'010089',2006,0.24250
'010089',2007,0.23597
'010089',2008,0.26142
'010089',2009,0.24585
'010089',2010,0.26027
'010090',2001,0.36168
'010090',2002,0.37055
'010090',2003,0.34393
'010090',2004,0.35616
'010090',2005,0.32229
'010090',2006,0.31916
'010090',2007,0.32282
'010090',2008,0.31405
'010090',2009,0.31152
'010090',2010,0.31736
'010091',2001,0.00000
'010091',2002,0.00000
'010091',2003,0.00000
'010091',2004,0.00000
'010091',2005,0.00000
'010091',2006,0.45252
'010091',2007,0.48793
'010091',2008,0.45207
'010091',2009,0.41867
'010091',2010,0.41163
'010092',2001,0.30743
'010092',2002,0.29551
'010092',2003,0.28768
'010092',2004,0.27360
'010092',2005,0.27453
'010092',2006,0.26686
'010092',2007,0.27338
'010092',2008,0.26893
'010092',2009,0.25225
'010092',2010,0.25551
'010095',2001,0.47943
'010095',2002,0.57423
'010095',2003,0.59565
'010095',2004,0.59010
'010095',2005,0.56212
'010095',2006,0.67037
'010095',2007,0.00000
'010095',2008,0.63939
'010095',2009,0.60795
'010095',2010,0.63186
'010097',2001,0.54479
'010097',2002,0.52632
'010097',2003,0.53909
'010097',2004,0.59774
'010097',2005,0.62398
'010097',2006,0.63255
'010097',2007,0.65731
'010097',2008,0.58737
'010097',2009,0.66776
'010097',2010,0.60286
'010098',2001,0.00000
'010098',2002,0.54025
'010098',2003,0.00000
'010098',2004,0.00000
'010098',2005,0.54552
'010098',2006,0.00000
'010098',2007,0.00000
'010098',2008,0.00000
'010098',2009,0.00000
'010099',2001,0.45020
'010099',2002,0.43348
'010099',2003,0.48156
'010099',2004,0.46281
'010099',2005,0.46039
'010099',2006,0.43684
'010099',2007,0.00000
'010099',2008,0.45466
'010099',2009,0.46143
'010099',2010,0.49093
'010100',2001,0.55395
'010100',2002,0.47103
'010100',2003,0.38697
'010100',2004,0.35629
'010100',2005,0.37145
'010100',2006,0.36227
'010100',2007,0.34310
'010100',2008,0.00000
'010100',2009,0.33799
'010100',2010,0.33790
'010101',2001,0.44736
'010101',2002,0.38276
'010101',2003,0.33441
'010101',2004,0.33152
'010101',2005,0.33189
'010101',2006,0.32326
'010101',2007,0.00000
'010101',2008,0.00000
'010101',2009,0.00000
'010102',2001,0.00000
'010102',2002,0.00000
'010102',2003,0.00000
'010102',2004,0.00000
'010102',2005,0.00000
'010102',2006,0.00000
'010102',2007,0.00000
'010102',2008,0.93968
'010102',2009,1.09936
'010102',2010,0.89542
'010103',2001,0.22523
'010103',2002,0.00000
'010103',2003,0.00000
'010103',2004,0.00000
'010103',2005,0.00000
'010103',2006,0.00000
'010103',2007,0.16814
'010103',2008,0.17264
'010103',2009,0.15436
'010103',2010,0.17410
'010104',2001,0.23950
'010104',2002,0.20439
'010104',2003,0.00000
'010104',2004,0.19958
'010104',2005,0.22789
'010104',2006,0.18431
'010104',2007,0.18452
'010104',2008,0.00000
'010104',2009,0.16894
'010104',2010,0.15179
'010108',2001,0.45858
'010108',2002,0.35562
'010108',2003,0.27192
'010108',2004,0.26763
'010108',2005,0.27583
'010108',2006,0.24287
'010108',2007,0.22541
'010108',2008,0.21395
'010108',2009,0.23093
'010108',2010,0.22707
'010109',2001,0.62221
'010109',2002,0.00000
'010109',2003,0.00000
'010109',2004,0.57607
'010109',2005,0.61354
'010109',2006,0.55645
'010109',2007,0.59174
'010109',2008,0.56597
'010109',2009,0.57539
'010109',2010,0.60384
'010110',2001,0.64745
'010110',2002,0.60558
'010110',2003,0.59620
'010110',2004,0.57172
'010110',2005,0.56173
'010110',2006,0.56878
'010110',2007,0.55581
'010110',2008,0.55488
'010110',2009,0.66904
'010110',2010,0.36260
'010112',2001,0.42579
'010112',2002,0.47791
'010112',2003,0.47780
'010112',2004,0.49641
'010112',2005,0.54934
'010112',2006,0.00000
'010112',2007,0.56162
'010112',2008,0.56866
'010112',2009,0.59469
'010112',2010,0.55149
'010113',2001,0.44143
'010113',2002,0.39194
'010113',2003,0.37591
'010113',2004,0.36573
'010113',2005,0.35103
'010113',2006,0.32474
'010113',2007,0.31840
'010113',2008,0.29922
'010113',2009,0.29884
'010113',2010,0.28691
'010114',2001,0.34358
'010114',2002,0.30401
'010114',2003,0.27632
'010114',2004,0.26869
'010114',2005,0.26935
'010114',2006,0.24371
'010114',2007,0.24526
'010114',2008,0.00000
'010114',2009,0.24439
'010114',2010,0.24204
'010115',2001,0.50901
'010115',2002,0.46456
'010115',2003,0.51138
'010115',2004,0.50837
'010115',2005,0.00000
'010115',2006,0.00000
'010115',2007,0.00000
'010115',2008,0.00000
'010115',2009,0.00000
'010118',2001,0.00000
'010118',2002,0.34628
'010118',2003,0.32715
'010118',2004,0.30230
'010118',2005,0.32314
'010118',2006,0.00000
'010118',2007,0.00000
'010118',2008,0.25365
'010118',2009,0.21208
'010118',2010,0.21559
'010119',2001,0.52150
'010119',2002,0.00000
'010119',2003,0.00000
'010119',2004,0.00000
'010119',2005,0.00000
'010119',2006,0.00000
'010119',2007,0.00000
'010119',2008,0.00000
'010119',2009,0.00000
'010120',2001,0.55048
'010120',2002,0.54623
'010120',2003,0.50485
'010120',2004,0.46595
'010120',2005,0.44671
'010120',2006,0.45052
'010120',2007,0.44990
'010120',2008,0.44902
'010120',2009,0.47531
'010120',2010,0.44637
'010125',2001,0.42040
'010125',2002,0.00000
'010125',2003,0.39991
'010125',2004,0.38071
'010125',2005,0.34872
'010125',2006,0.33322
'010125',2007,0.32587
'010125',2008,0.32496
'010125',2009,0.35739
'010125',2010,0.43453
'010126',2001,0.24792
'010126',2002,0.26128
'010126',2003,0.26358
'010126',2004,0.23458
'010126',2005,0.25514
'010126',2006,0.28068
'010126',2007,0.28111
'010126',2008,0.28444
'010126',2009,0.31309
'010126',2010,0.31106
'010128',2001,0.62318
'010128',2002,0.56292
'010128',2003,0.00000
'010128',2004,0.00000
'010128',2005,0.00000
'010128',2006,0.00000
'010128',2007,0.00000
'010128',2008,0.00000
'010128',2009,0.00000
'010129',2010,0.58109
'010130',2001,0.35746
'010130',2002,0.00000
'010130',2003,0.33607
'010130',2004,0.36675
'010130',2005,0.43922
'010130',2006,0.42422
'010130',2007,0.40739
'010130',2008,0.36304
'010130',2009,0.40508
'010130',2010,0.40187
'010131',2001,0.29644
'010131',2002,0.23991
'010131',2003,0.20296
'010131',2004,0.00000
'010131',2005,0.00000
'010131',2006,0.00000
'010131',2007,0.18287
'010131',2008,0.00000
'010131',2009,0.17700
'010137',2001,0.95024
'010137',2002,0.99386
'010137',2003,0.96193
'010137',2004,0.83957
'010137',2005,0.00000
'010137',2006,0.00000
'010137',2007,0.00000
'010137',2008,0.95510
'010137',2009,0.82447
'010137',2010,0.92166
'010138',2001,0.00000
'010138',2002,0.00000
'010138',2003,0.73342
'010138',2004,0.67115
'010138',2005,0.74737
'010138',2006,0.76964
'010138',2007,0.69575
'010138',2008,0.78875
'010138',2009,1.05142
'010138',2010,1.02864
'010139',2001,0.00000
'010139',2002,0.00000
'010139',2003,0.00000
'010139',2004,0.00000
'010139',2005,0.00000
'010139',2006,0.00000
'010139',2007,0.15218
'010139',2008,0.14166
'010139',2009,0.12878
'010139',2010,0.10958
'010143',2001,0.26890
'010143',2002,0.24870
'010143',2003,0.00000
'010143',2004,0.21080
'010143',2005,0.18945
'010143',2006,0.00000
'010143',2007,0.20062
'010143',2008,0.22205
'010143',2009,0.00000
'010144',2001,0.00000
'010144',2002,0.00000
'010144',2003,0.44000
'010144',2004,0.39929
'010144',2005,0.40502
'010144',2006,0.39543
'010144',2007,0.38448
'010144',2008,0.37518
'010144',2009,0.36661
'010144',2010,0.38775
'010145',2001,0.32230
'010145',2002,0.29882
'010145',2003,0.29624
'010145',2004,0.30651
'010145',2005,0.30010
'010145',2006,0.32549
'010145',2007,0.31967
'010145',2008,0.29943
'010145',2009,0.28115
'010145',2010,0.26509
'010146',2001,0.44366
'010146',2002,0.00000
'010146',2003,0.37689
'010146',2004,0.36863
'010146',2005,0.32540
'010146',2006,0.30567
'010146',2007,0.29892
'010146',2008,0.28691
'010146',2009,0.29346
'010146',2010,0.30183
'010148',2001,0.53518
'010148',2002,0.49895
'010148',2003,0.51220
'010148',2004,0.53103
'010148',2005,0.56515
'010148',2006,0.58183
'010148',2007,0.46156
'010148',2008,0.44960
'010148',2009,0.47229
'010148',2010,0.53376
'010149',2001,0.40348
'010149',2002,0.38264
'010149',2003,0.29876
'010149',2004,0.28275
'010149',2005,0.27086
'010149',2006,0.23771
'010149',2007,0.22155
'010149',2008,0.21963
'010149',2009,0.23367
'010149',2010,0.22408
'010150',2001,0.31727
'010150',2002,0.27994
'010150',2003,0.26310
'010150',2004,0.24034
'010150',2005,0.22396
'010150',2006,0.22604
'010150',2007,0.22104
'010150',2008,0.22155
'010150',2009,0.18315
'010150',2010,0.17895
'010152',2001,0.50206
'010152',2002,0.52796
'010152',2003,0.52816
'010152',2004,0.00000
'010152',2005,0.49904
'010152',2006,0.00000
'010152',2007,0.30826
'010152',2008,0.33670
'010152',2009,0.29491
'010152',2010,0.31158
'010157',2001,0.43061
'010157',2002,0.39609
'010157',2003,0.37234
'010157',2004,0.37957
'010157',2005,0.31923
'010157',2006,0.36446
'010157',2007,0.33727
'010157',2008,0.35839
'010157',2009,0.37809
'010157',2010,0.33779
'010158',2001,0.00000
'010158',2002,0.00000
'010158',2003,0.32875
'010158',2004,0.31151
'010158',2005,0.29193
'010158',2006,0.25681
'010158',2007,0.24620
'010158',2008,0.25548
'010158',2009,0.29360
'010158',2010,0.29145
'010164',2001,0.00000
'010164',2002,0.00000
'010164',2003,0.00000
'010164',2004,0.00000
'010164',2005,0.31852
'010164',2006,0.27859
'010164',2007,0.27209
'010164',2008,0.00000
'010164',2009,0.00000
'010164',2010,0.27483
'010167',2001,0.00000
'010167',2002,0.00000
'010167',2003,0.00000
'010167',2004,0.00000
'010167',2005,0.00000
'010167',2006,0.00000
'010167',2007,0.00000
'010167',2008,0.37989
'010167',2009,0.32903
'010167',2010,0.28677
'010168',2001,0.00000
'010168',2002,0.00000
'010168',2003,0.00000
'010168',2004,0.00000
'010168',2005,0.00000
'010168',2006,0.00000
'010168',2007,0.58392
'010168',2008,0.37978
'010168',2009,0.39835
'010168',2010,0.34803
'010169',2001,0.00000
'010169',2002,0.00000
'010169',2003,0.00000
'010169',2004,0.00000
'010169',2005,0.00000
'010169',2006,0.00000
'010169',2007,0.00000
'010169',2008,0.00000
'010169',2009,0.32668
'010169',2010,0.33132
'011300',2001,0.00000
'011300',2002,0.00000
'011300',2003,0.00000
'011300',2004,0.00000
'011300',2005,0.95247
'011300',2006,0.96954
'011300',2007,0.90938
'011300',2008,1.00572
'011300',2009,0.94582
'011300',2010,0.93936
'011301',2001,0.00000
'011301',2002,0.00000
'011301',2003,0.00000
'011301',2004,0.00000
'011301',2005,0.00000
'011301',2006,0.50662
'011301',2007,0.46001
'011301',2008,0.43926
'011301',2009,0.00000
'011302',2001,0.00000
'011302',2002,0.00000
'011302',2003,0.00000
'011302',2004,0.00000
'011302',2005,0.00000
'011302',2006,0.71929
'011302',2007,0.68516
'011302',2008,0.61909
'011302',2009,0.66897
'011302',2010,0.73766
'011303',2001,0.00000
'011303',2002,0.00000
'011303',2003,0.00000
'011303',2004,0.00000
'011303',2005,0.00000
'011303',2006,0.66770
'011303',2007,0.72717
'011303',2008,0.70278
'011303',2009,0.73086
'013025',2001,0.45995
'013025',2002,0.41581
'013025',2003,0.42324
'013025',2004,0.45562
'013025',2005,0.48972
'013025',2006,0.55395
'013025',2007,0.53112
'013025',2008,0.53089
'013025',2009,0.48933
'013025',2010,0.47069
'013027',2001,0.90221
'013027',2002,0.88880
'013027',2003,0.86312
'013027',2004,0.77623
'013027',2005,0.74637
'013027',2006,0.65073
'013027',2007,0.74986
'013027',2008,0.84897
'013027',2009,0.84128
'013027',2010,1.03566
'013028',2001,0.35974
'013028',2002,0.30107
'013028',2003,0.35584
'013028',2004,0.38710
'013028',2005,0.48265
'013028',2006,0.54726
'013028',2007,0.53330
'013028',2008,0.51644
'013028',2009,0.46063
'013028',2010,0.51418
'013029',2001,0.35587
'013029',2002,0.33199
'013029',2003,0.35217
'013029',2004,0.42646
'013029',2005,0.43855
'013029',2006,0.50593
'013029',2007,0.51338
'013029',2008,0.45478
'013029',2009,0.41732
'013029',2010,0.40445
'013030',2001,0.00000
'013030',2002,0.00000
'013030',2003,0.40741
'013030',2004,0.46663
'013030',2005,0.51507
'013030',2006,0.65111
'013030',2007,0.54680
'013030',2008,0.53323
'013030',2009,0.51553
'013030',2010,0.51397
'013032',2001,0.00000
'013032',2002,0.00000
'013032',2003,0.00000
'013032',2004,0.00000
'013032',2005,0.44160
'013032',2006,0.53125
'013032',2007,0.47769
'013032',2008,0.48445
'013032',2009,0.45969
'013032',2010,0.45714
'013033',2001,0.00000
'013033',2002,0.00000
'013033',2003,0.00000
'013033',2004,0.51667
'013033',2005,0.54471
'013033',2006,0.66088
'013033',2007,0.56586
'013033',2008,0.54570
'013033',2009,0.49650
'013033',2010,0.50670
'013300',2001,0.51609
'013300',2002,0.55398
'013300',2003,0.54419
'013300',2004,0.48556
'013300',2005,0.46559
'013300',2006,0.42572
'013300',2007,0.42814
'013300',2008,0.40730
'013300',2009,0.39325
'013300',2010,0.38163
'013301',2001,0.00000
'013301',2002,0.00000
'013301',2003,0.55873
'013301',2004,0.56275
'013301',2005,0.58817
'013301',2006,0.56900
'013301',2007,0.61486
'013301',2008,0.00000
'013301',2009,0.60062
'013301',2010,0.57236
'014000',2001,0.00000
'014000',2002,0.00000
'014000',2003,0.00000
'014000',2004,0.37092
'014000',2005,0.34616
'014000',2006,0.32139
'014000',2007,0.33293
'014000',2008,0.35553
'014000',2009,0.36728
'014006',2001,0.00000
'014006',2002,0.00000
'014006',2003,0.30658
'014006',2004,0.31826
'014006',2005,0.34672
'014006',2006,0.33285
'014006',2007,0.29518
'014006',2008,0.00000
'014006',2009,0.00000
'014006',2010,0.47136
'020001',2001,0.50440
'020001',2002,0.48625
'020001',2003,0.47293
'020001',2004,0.42960
'020001',2005,0.43425
